FID,PARENT,STATUS,LENGTH,GREENBOOK,HIGHWAY,GIS,JURISDICTI,QC_NOTE,FUN_CLASS,GRID,MIN_STATIO,MAX_STATIO,COUNCIL,DISTRICT1,District,NO_LABEL,RTE_SYS_ED,Shape__Length,District_Split
2288,CENTR10, ,277,Central Sq,CENTRAL SQ,1,PUBLIC WAY, ,LO,0,0,277,1,1-09,1-09,1, ,114.40292011099702,['1-09']
2289,CENTR11, ,318,Centre Ln,CENTRE LN,1,PRIVATE WAY, ,LO,0,0,318,6,2-06,2-06,0, ,130.770192139915,['2-06']
2290,CENTR12, ,594,Centre Ter,CENTRE TER,1,PUBLIC WAY, ,LO,0,0,594,6,2-06,2-06,0, ,244.559296387994,['2-06']
2291,CENTR13, ,412,Central Ave,CENTRAL AV DO,1,PUBLIC WAY, ,LO,0,0,412,3,3-07,3-07,0, ,170.08479167076,['3-07']
2292,CENTR14, ,191,Centre Pl,CENTRE PL DO,1,PRIVATE WAY, ,LO,0,0,191,3,3-07,3-07,1, ,79.0178247793147,['3-07']
2293,CENTR15, ,92,Centre Street Ter,CENTRE STREET TER,1,PRIVATE WAY, ,LO,0,0,92,7,1-10B,1-10B,0, ,37.8052600371728,['1-10B']
2294,CENTR16, ,838,Central Wharf,CENTRAL WHARF,1,PRIVATE WAY, ,LO,0,0,838,1,1-1C,1-1C,0, ,345.248485575568,['1-1C']
2295,CENTR17, ,154,Centre Pl,CENTRE PL RX,1,PRIVATE WAY, ,LO,0,0,154,7,1-10B,1-10B,1, ,63.639733720972096,['1-10B']
2296,CENTR2, ,596,Central St,CENTRAL ST BP W,1,PUBLIC WAY, ,LO,0,0,596,1,1-1C,1-1C,1, ,245.442163329065,['1-1C']
2297,CENTR3, ,157,Central St,CENTRAL ST BP E,1,PUBLIC WAY, ,LO,0,0,157,1,1-1C,1-1C,0, ,64.67922294700949,['1-1C']
2298,CENTR4, ,525,Centre Ave,CENTRE AV,1,PUBLIC WAY, ,LO,0,0,525,3,3-07,3-07,1, ,216.224055901797,['3-07']
2299,CENTR5, ,241,Centre Ct,CENTRE CT,1,PUBLIC WAY, ,LO,0,0,241,3,3-07,3-07,1, ,99.41950682893659,['3-07']
2300,CENTR6, ,37073,Centre St,CENTRE ST WR JP RX,1,PUBLIC WAY, ,AR,0,0,37073,6,"1-10A, 1-10B, 2-02, 2-06","1-10A, 1-10B, 2-02, 2-06",1, ,15288.6704886405,"['1-10A', ' 1-10B', ' 2-02', ' 2-06']"
2301,CENTR7, ,4541,Centre St,CENTRE ST DO,1,PUBLIC WAY, ,AR,0,0,4541,3,3-07,3-07,1, ,1869.76613433542,['3-07']
2302,CERDA1, ,1640,Cerdan Ave,CERDAN AV,1,PUBLIC WAY, ,LO,0,0,1640,6,2-06,2-06,0, ,676.047085875274,['2-06']
2303,CERIN1, ,326,Cerina Rd,CERINA RD,1,PUBLIC WAY, ,LO,0,0,326,6,2-02,2-02,0, ,134.364665914721,['2-02']
2304,CEYLO1, ,1363,Ceylon St,CEYLON ST,1,PUBLIC WAY, ,LO,0,0,1363,4,3-03,3-03,1, ,562.7109639125409,['3-03']
2305,CHADW1, ,244,Chadwick St,CHADWICK ST,1,PUBLIC WAY, ,LO,0,0,244,7,1-10B,1-10B,1, ,100.729807949655,['1-10B']
2306,CHAMB1, ,503,Chamberlain St,CHAMBERLAIN ST,1,PUBLIC WAY, ,LO,0,0,503,4,3-03,3-03,1, ,207.65953635958303,['3-03']
2307,CHAMB2, ,486,Chamblet St,CHAMBLET ST,1,PUBLIC WAY, ,LO,0,0,486,7,3-03,3-03,1, ,200.100823018332,['3-03']
2308,CHAMB3, ,219,Chamber St,CHAMBER ST,1,PUBLIC WAY, ,LO,0,0,219,1,1-1A,1-1A,0, ,90.3969294752012,['1-1A']
2309,CHAMP1, ,714,Champney St,CHAMPNEY ST,1,PUBLIC WAY, ,LO,0,0,714,9,2-04,2-04,0, ,295.0796312727,['2-04']
2310,CHAMP2, ,122,Champney Pl,CHAMPNEY PL,1,PRIVATE WAY, ,LO,0,0,122,8,1-1B,1-1B,1, ,50.170704141732394,['1-1B']
2311,CHAMP3, ,153,Champlain Cir,CHAMPLAIN CIR,1,PUBLIC WAY, ,LO,0,0,153,4,3-03,3-03,1, ,63.0256819022993,['3-03']
2312,CHAND1, ,1574,Chandler St,CHANDLER ST,1,PUBLIC WAY, ,LO,0,0,1574,2,1-1C,1-1C,1, ,648.573388895766,['1-1C']
2313,CHAND2, ,115,Chandler Rd,CHANDLER RD,1,PRIVATE WAY, ,LO,0,0,115,9,2-04,2-04,0, ,47.6637424639262,['2-04']
2314,CHANN1, ,1285,Channel St,CHANNEL ST,1,PRIVATE WAY, ,LO,0,0,1285,2,3-05,3-05,0, ,530.443942638928,['3-05']
2315,CHAPE1, ,762,Chapel Rd,CHAPEL RD,1,PUBLIC WAY, ,LO,0,0,762,5,2-08,2-08,0, ,314.497947900431,['2-08']
2316,CHAPE2, ,76,Chapel Pl,CHAPEL PL,1,PRIVATE WAY, ,LO,0,0,76,1,1-1B,1-1B,1, ,31.288507907769297,['1-1B']
2317,CHAPI1, ,800,Chapin Ave,CHAPIN AV,1,PUBLIC WAY, ,LO,0,0,800,6,2-06,2-06,0, ,329.66285038638404,['2-06']
2318,CHAPM2, ,324,Chapman Pl,CHAPMAN PL,1,PUBLIC WAY, ,LO,0,0,324,1,1-1C,1-1C,1, ,133.774959871642,['1-1C']
2319,CHAPP1, ,559,Chappie St,CHAPPIE ST,1,PUBLIC WAY, ,LO,0,0,559,1,1-1A,1-1A,0, ,231.156731185423,['1-1A']
2320,CHARL1, ,177,Charlame Pl,CHARLAME PL,1,PUBLIC WAY, ,LO,0,0,177,7,1-10B,1-10B,1, ,73.17042035432901,['1-10B']
2321,CHARL10, ,5747,Charles St,CHARLES ST BP,1,PUBLIC WAY, ,AR,0,0,5747,8,1-1B,1-1B,1, ,2374.29643389245,['1-1B']
2322,CHARL12, ,300,Charlesview St,CHARLESVIEW ST,1,PUBLIC WAY, ,LO,0,0,300,9,2-04,2-04,0, ,123.89601027645399,['2-04']
2323,CHARL13, ,923,Charlotte St,CHARLOTTE ST,1,PUBLIC WAY, ,LO,0,0,923,4,3-03,3-03,0, ,380.42516331505897,['3-03']
2324,CHARL14, ,135,Charles Ernest Andrews Fb,CHARLES ERNEST ANDREWS FB,1,PUBLIC WAY, ,LO,0,0,135,1,1-09,1-09,0, ,55.6694105424382,['1-09']
2325,CHARL15, ,210,Charles Rd,CHARLES RD,1,PRIVATE WAY, ,LO,0,0,210,4,3-07,3-07,1, ,86.6178536238471,['3-07']
2326,CHARL16, ,263,Charles River Ave,CHARLES RIVER AV,1,PUBLIC WAY, ,LO,0,0,263,1,1-1A,1-1A,0, ,108.54242782883101,['1-1A']
2327,CHARL17, ,694,Charles River Dam,CHARLES RIVER DAM,1,DCR, ,LO,0,0,694,8,1-1B,1-1B,0, ,286.164581980286,['1-1B']
2328,CHARL18, ,344,Charles Street Fw,CHARLES STREET FW,1,PUBLIC WAY, ,LO,0,0,344,3,3-03,3-03,1, ,141.788103608606,['3-03']
2329,CHARL19, ,277,Charles Street Pl,CHARLES ST PL,1,PRIVATE WAY, ,LO,0,0,277,1,1-1A,1-1A,1, ,114.427651865492,['1-1A']
2330,CHARL2, ,624,Charlame St,CHARLAME ST,1,PUBLIC WAY, ,LO,0,0,624,7,1-10B,1-10B,1, ,257.231009107951,['1-10B']
2331,CHARL20, ,2264,Charlesbank Rd,CHARLESBANK RD,1,DCR, ,LO,0,0,2264,8,1-1B,1-1B,0, ,935.329035494917,['1-1B']
2332,CHARL21, ,1925,Charlesgate East,CHARLESGATE E,1,DCR, ,LO,0,0,1925,8,1-10A,1-10A,1, ,794.906481716131,['1-10A']
2333,CHARL22, ,1831,Charlesgate,CHARLESGATE,1,DCR, ,LO,0,0,1831,8,1-10A,1-10A,1, ,756.674370155207,['1-10A']
2334,CHARL23, ,1083,Charlesgate West,CHARLESGATE W,1,DCR, ,LO,0,0,1083,8,1-10A,1-10A,1, ,447.193927729585,['1-10A']
2335,CHARL3, ,699,Charlemont St,CHARLEMONT ST,1,PUBLIC WAY, ,LO,0,0,699,3,3-07,3-07,0, ,288.43903090499697,['3-07']
2336,CHARL4, ,1323,Charles Park Rd,CHARLES PARK RD,1,PUBLIC WAY, ,LO,0,0,1323,6,2-06,2-06,0, ,545.090099378561,['2-06']
2337,CHARL5, ,215,Charles River Sq,CHARLES RIVER SQ,1,PRIVATE WAY, ,LO,0,0,215,8,1-1B,1-1B,1, ,88.5012667356862,['1-1B']
2338,CHARL6, ,1271,Charles St,CHARLES ST HP,1,PUBLIC WAY, ,LO,0,0,1271,5,2-08,2-08,0, ,524.0390761746839,['2-08']
2339,CHARM1, ,826,Charme Ave,CHARME AV,1,PUBLIC WAY, ,LO,0,0,826,5,2-02,2-02,0, ,341.218949991425,['2-02']
2340,CHART1, ,1368,Charter St,CHARTER ST,1,PUBLIC WAY, ,LO,0,0,1368,1,1-1B,1-1B,1, ,564.218881666087,['1-1B']
2341,CHASE1, ,335,Chase St,CHASE ST DO,1,PUBLIC WAY, ,LO,0,0,335,3,3-03,3-03,1, ,138.20977804973302,['3-03']
2342,CHASE2, ,363,Chase St,CHASE ST HP,1,PRIVATE WAY, ,LO,0,0,363,5,2-08,2-08,0, ,149.569018602918,['2-08']
2343,CHATH1, ,553,Chatham St,CHATHAM ST,1,PUBLIC WAY, ,LO,0,0,553,1,1-1B,1-1B,1, ,227.81703608983997,['1-1B']
2344,CHATH2, ,147,Chatham Row,CHATHAM ROW,1,PUBLIC WAY, ,LO,0,0,147,1,1-1B,1-1B,1, ,60.7283551539256,['1-1B']
2345,CHAUC1, ,595,Chaucer St,CHAUCER ST,1,PUBLIC WAY, ,LO,0,0,595,1,1-09,1-09,0, ,245.32444311388699,['1-09']
2346,CHAUN1, ,907,Chauncy St,CHAUNCY ST,1,PUBLIC WAY, ,AR,0,0,907,2,1-1C,1-1C,0, ,374.475766121565,['1-1C']
2347,CHEEV1, ,152,Cheever Ct,CHEEVER CT,1,PRIVATE WAY, ,LO,0,0,152,1,1-09,1-09,1, ,62.8495183521363,['1-09']
2348,CHELL1, ,747,Chellman St,CHELLMAN ST,1,PUBLIC WAY, ,LO,0,0,747,6,2-06,2-06,0, ,308.228689195605,['2-06']
2349,CHELM1, ,929,Chelmsford St,CHELMSFORD ST,1,PUBLIC WAY, ,LO,0,0,929,3,3-07,3-07,0, ,382.43257847065104,['3-07']
2350,CHELS1, ,7553,Chelsea St,CHELSEA ST EB,1,PUBLIC WAY, ,AR,0,0,7553,1,1-09,1-09,0, ,3118.94067601746,['1-09']
2351,CHELS2, ,4316,Chelsea St,CHELSEA ST CH,1,PUBLIC WAY, ,AR,0,0,4316,1,1-1A,1-1A,1, ,1781.9702771818802,['1-1A']
2352,CHELS4, ,110,Chelsea Ct,CHELSEA CT,1,PRIVATE WAY, ,LO,0,0,110,1,1-09,1-09,1, ,45.5676503904862,['1-09']
2353,CHELS5, ,180,Chelsea Ter,CHELSEA TER,1,PRIVATE WAY, ,LO,0,0,180,1,1-09,1-09,1, ,74.35185970873441,['1-09']
2354,CHENE1, ,1189,Cheney St,CHENEY ST,1,PUBLIC WAY, ,LO,0,0,1189,7,"1-10B, 3-03","1-10B, 3-03",0, ,489.929548164902,"['1-10B', ' 3-03']"
2355,CHERI1, ,725,Cheriton Rd,CHERITON RD,1,PRIVATE WAY, ,LO,0,0,725,6,2-06,2-06,0, ,298.587388840952,['2-06']
2356,CHERO1, ,655,Cherokee St,CHEROKEE ST,1,PUBLIC WAY, ,LO,0,0,655,8,1-10A,1-10A,0, ,270.123536324901,['1-10A']
2357,CHERR1, ,508,Cherry Rd,CHERRY RD,1,PRIVATE WAY, ,LO,0,0,508,6,2-06,2-06,0, ,209.436882246702,['2-06']
2358,CHERY1, ,312,Cheryl Ln,CHERYL LN,1,PUBLIC WAY, ,LO,0,0,312,5,2-08,2-08,0, ,128.502075811862,['2-08']
2359,CHESE1, ,2540,Chesbrough Rd,CHESBROUGH RD,1,PUBLIC WAY, ,LO,0,0,2540,6,2-06,2-06,0, ,1046.85955379089,['2-06']
2360,CHESH1, ,481,Cheshire St,CHESHIRE ST,1,PUBLIC WAY, ,LO,0,0,481,6,2-02,2-02,0, ,198.376764980373,['2-02']
2361,CHEST1, ,1418,Chester St,CHESTER ST,1,PUBLIC WAY, ,LO,0,0,1418,9,2-04,2-04,1, ,586.035144122754,['2-04']
2362,CHEST10, ,1919,Chestnut St,CHESTNUT ST BP,1,PUBLIC WAY, ,CO,0,0,1919,8,1-1B,1-1B,1, ,790.5077844143331,['1-1B']
2363,CHEST11, ,147,Chester Park,CHESTER PARK,1,PRIVATE WAY, ,LO,0,0,147,5,3-07,3-07,0, ,60.6137610214546,['3-07']
2364,CHEST12, ,246,Chester Pl,CHESTER PL,1,PRIVATE WAY, ,LO,0,0,246,6,2-06,2-06,1, ,101.09441173175101,['2-06']
2365,CHEST13, ,126,Chestnut Pl,CHESTNUT PL BR,1,PRIVATE WAY, ,LO,0,0,126,9,2-04,2-04,0, ,51.976094457502896,['2-04']
2366,CHEST14, ,880,Chestnut Rd,CHESTNUT RD,1,PRIVATE WAY, ,LO,0,0,880,6,2-06,2-06,0, ,362.613352317257,['2-06']
2367,CHEST15, ,209,Chestnut Ter,CHESTNUT TER,1,PRIVATE WAY, ,LO,0,0,209,6,2-02,2-02,1, ,86.2232696750889,['2-02']
2368,CHEST16, ,184,Chestnut Pl,CHESTNUT PL WR,1,PRIVATE WAY, ,LO,0,0,184,6,2-02,2-02,1, ,75.82875901677409,['2-02']
2369,CHEST17, ,829,Chestnut St,CHESTNUT ST WR,1,DCR, ,LO,0,0,829,6,2-02,2-02,0, ,342.329280130325,['2-02']
2370,CHEST18, ,4561,Chestnut Hill Drwy,CHESTNUT HILL DR,1,DCR, ,LO,0,0,4561,9,2-04,2-04,0, ,1881.32155974534,['2-04']
2371,CHEST3, ,1954,Chesterfield St,CHESTERFIELD ST,1,PUBLIC WAY, ,LO,0,0,1954,5,2-08,2-08,0, ,803.9432006128391,['2-08']
2372,CHEST4, ,574,Chesterton St,CHESTERTON ST,1,PUBLIC WAY, ,LO,0,0,574,7,"1-10B, 1-1C","1-10B, 1-1C",0, ,236.574188156398,"['1-10B', ' 1-1C']"
2373,CHEST5, ,4748,Chestnut Ave,CHESTNUT AV,1,PUBLIC WAY, ,CO,0,0,4748,6,"1-10A, 2-02","1-10A, 2-02",0, ,1959.49652238387,"['1-10A', ' 2-02']"
2374,CHEST6, ,5682,Chestnut Hill Ave,CHESTNUT HILL AV,1,PUBLIC WAY, ,AR,0,0,5682,9,2-04,2-04,1, ,2346.1250262427898,['2-04']
2375,CHEST7, ,610,Chestnut Sq,CHESTNUT SQ,1,PUBLIC WAY, ,LO,0,0,610,6,2-02,2-02,1, ,251.56197341557498,['2-02']
2376,CHEST8, ,569,Chestnut St,CHESTNUT ST HP,1,PUBLIC WAY, ,LO,0,0,569,5,2-08,2-08,0, ,233.95457539411203,['2-08']
2377,CHEST9, ,937,Chestnut St,CHESTNUT ST CH,1,PUBLIC WAY, ,LO,0,0,937,1,1-1A,1-1A,1, ,388.20170497088304,['1-1A']
2378,CHEVE1, ,403,Cheverus Rd,CHEVERUS RD,1,PUBLIC WAY, ,LO,0,0,403,3,3-07,3-07,1, ,165.718089409223,['3-07']
2379,CHICK1, ,1643,Chickatawbut St,CHICKATAWBUT ST,1,PUBLIC WAY, ,LO,0,0,1643,3,3-07,3-07,1, ,676.026161893649,['3-07']
2380,CHICK2, ,195,Chickamauga Park,CHICKAMAUGA PARK,1,PRIVATE WAY, ,LO,0,0,195,7,1-10B,1-10B,0, ,80.3871251085173,['1-10B']
2381,CHILC1, ,503,Chilcott Pl,CHILCOTT PL,1,PUBLIC WAY, ,LO,0,0,503,7,2-02,2-02,0, ,207.096475833233,['2-02']
2382,CHILD1, ,2589,Child St,CHILD ST HP,1,PUBLIC WAY, ,CO,0,0,2589,5,2-08,2-08,0, ,1067.55601096086,['2-08']
2383,CHILD2, ,1319,Child St,CHILD ST JP,1,PUBLIC WAY, ,LO,0,0,1319,6,2-02,2-02,0, ,542.769792532442,['2-02']
2384,CHILD3, ,415,Children's Rd,CHILDREN'S RD,1,PRIVATE WAY, ,LO,0,0,415,8,1-10A,1-10A,0, ,171.285416533471,['1-10A']
2385,CHILT1, ,879,Chilton Rd,CHILTON RD,1,PUBLIC WAY, ,LO,0,0,879,6,2-06,2-06,0, ,362.444224394088,['2-06']
2386,CHIPM1, ,646,Chipman St,CHIPMAN ST,1,PUBLIC WAY, ,LO,0,0,646,4,3-07,3-07,0, ,266.795810453271,['3-07']
2387,CHISH1, ,794,Chisholm Rd,CHISHOLM RD,1,PUBLIC WAY, ,LO,0,0,794,5,"2-06, 2-08","2-06, 2-08",1, ,327.081380349597,"['2-06', ' 2-08']"
2388,CHISH2, ,156,Chisholm Ter,CHISHOLM TER,1,PUBLIC WAY, ,LO,0,0,156,5,2-06,2-06,1, ,64.45137162455221,['2-06']
2389,CHISH3, ,92,Chisholm Ln,CHISHOLM LN,1,PRIVATE WAY, ,LO,0,0,92,5,2-06,2-06,1, ,38.0211962516589,['2-06']
2390,CHISW1, ,3083,Chiswick Rd,CHISWICK RD,1,PUBLIC WAY, ,LO,0,0,3083,9,2-04,2-04,1, ,1271.1214089085902,['2-04']
2391,CHISW2, ,178,Chiswick Ter,CHISWICK TR,1,PUBLIC WAY, ,LO,0,0,178,9,2-04,2-04,0, ,73.72709549028279,['2-04']
2392,CHITT1, ,1767,Chittick Rd,CHITTICK RD,1,PUBLIC WAY, ,LO,0,0,1767,5,2-08,2-08,1, ,728.31060313967,['2-08']
2393,CHRIS1, ,494,Christopher St,CHRISTOPHER ST E,1,PUBLIC WAY, ,LO,0,0,494,3,3-07,3-07,0, ,203.528304726468,['3-07']
2394,CHRIS2, ,343,Christopher St,CHRISTOPHER ST W,1,PUBLIC WAY, ,LO,0,0,343,3,3-07,3-07,1, ,141.01174737699802,['3-07']
2395,CHURC1, ,3071,Church St,CHURCH ST,1,PUBLIC WAY, ,LO,0,0,3071,6,2-06,2-06,1, ,1267.26452059195,['2-06']
2396,CHURC2, ,919,Church St,CHURCH ST HP,1,PUBLIC WAY, ,LO,0,0,919,5,2-08,2-08,1, ,378.273223957169,['2-08']
2397,CHURC3, ,1531,Church St,CHURCH ST DO,1,PUBLIC WAY, ,LO,0,0,1531,3,3-03,3-03,0, ,630.798062988687,['3-03']
2398,CHURC4, ,1088,Church St,CHURCH ST BP,1,PUBLIC WAY, ,LO,0,0,1088,2,1-1C,1-1C,1, ,449.694750298716,['1-1C']
2399,CHURC5, ,461,Churchill Rd,CHURCHILL RD,1,PUBLIC WAY, ,LO,0,0,461,6,2-06,2-06,0, ,189.807727701926,['2-06']
2400,CHURC6, ,134,Church Ave,CHURCH AV,1,PRIVATE WAY, ,LO,0,0,134,2,3-05,3-05,0, ,55.3631664559974,['3-05']
2401,CHURC7, ,124,Church Ct,CHURCH CT,1,PRIVATE WAY, ,LO,0,0,124,1,1-1A,1-1A,0, ,51.400409696528705,['1-1A']
2402,CHURC9, ,280,Church Pl,CHURCH PL,1,PRIVATE WAY, ,LO,0,0,280,7,1-10B,1-10B,0, ,115.62751124934601,['1-10B']
2403,CIRCU1, ,1846,Circuit St,CIRCUIT ST,1,PUBLIC WAY, ,CO,0,0,1846,7,1-10B,1-10B,1, ,761.0683905906191,['1-10B']
2404,CIRCU4, ,156,Circuit Sq,CIRCUIT SQ,1,PRIVATE WAY, ,LO,0,0,156,7,1-10B,1-10B,1, ,64.5065109255783,['1-10B']
2405,CIRCU5, ,133,Circuit Ter,CIRCUIT TER,1,PRIVATE WAY, ,LO,0,0,133,7,1-10B,1-10B,1, ,54.8063148809576,['1-10B']
2406,CITY 1, ,215,City Hall Ave,CITY HALL AV,1,PUBLIC WAY, ,LO,0,0,215,1,1-1C,1-1C,1, ,88.68683791377791,['1-1C']
2407,CITY 2, ,146,City Point Ct,CITY POINT CT,1,PRIVATE WAY, ,LO,0,0,146,2,3-05,3-05,0, ,60.52058696549279,['3-05']
2408,CITY 3, ,593,City Sq,CITY SQ,1,PUBLIC WAY, ,LO,0,0,593,1,1-1A,1-1A,0, ,244.56418352032298,['1-1A']
2409,CITY 4, ,314,City View Rd,CITY VIEW RD,1,PRIVATE WAY, ,LO,0,0,314,9,2-04,2-04,0, ,129.531536106831,['2-04']
2410,CLAFL1, ,273,Claflin St,CLAFLIN ST,1,BHA, ,LO,0,0,273,2,3-05,3-05,0, ,112.520692650746,['3-05']
2411,CLANC1, ,862,Clancy Rd,CLANCY RD,1,PUBLIC WAY, ,LO,0,0,862,3,3-07,3-07,0, ,354.684531807146,['3-07']
2412,CLAPP1, ,974,Clapp St,CLAPP ST,1,PUBLIC WAY, ,LO,0,0,974,2,3-03,3-03,0, ,401.29155037314695,['3-03']
2413,CLARE1, ,2841,Clare Ave,CLARE AV,1,PUBLIC WAY, ,CO,0,0,2841,5,2-08,2-08,0, ,1172.80675866112,['2-08']
2414,CLARE2, ,512,Claremont Park,CLAREMONT PK,1,PUBLIC WAY, ,LO,0,0,512,7,1-1C,1-1C,1, ,211.194567166563,['1-1C']
2415,CLARE3, ,573,Claremont St,CLAREMONT ST,1,PARK, ,LO,0,0,573,7,1-1C,1-1C,1, ,236.42773012747898,['1-1C']
2416,CLARE4, ,707,Clarence St,CLARENCE ST,1,PUBLIC WAY, ,LO,0,0,707,7,3-03,3-03,0, ,291.129814879835,['3-03']
2417,CLARE5, ,4227,Clarendon St,CLARENDON ST,1,PUBLIC WAY, ,AR,0,0,4227,2,1-1C,1-1C,0, ,1746.41414424529,['1-1C']
2418,CLARE6, ,200,Clarendon Park,CLARENDON PARK,1,PRIVATE WAY, ,LO,0,0,200,5,2-06,2-06,0, ,82.2566884577376,['2-06']
2419,CLARE7, ,85,Clarendon Sq,CLARENDON SQ,1,PUBLIC WAY, ,LO,0,0,85,2,1-1C,1-1C,0, ,35.1053075767204,['1-1C']
2420,CLARI1, ,214,Claridge Ter,CLARIDGE TER,1,PUBLIC WAY, ,LO,0,0,214,4,3-07,3-07,0, ,87.97674430910659,['3-07']
2421,CLARK1, ,564,Clark St,CLARK ST,1,PUBLIC WAY, ,LO,0,0,564,1,1-1B,1-1B,1, ,232.57785421367902,['1-1B']
2422,CLARK2, ,184,Clarken Ct,CLARKEN CT,1,PUBLIC WAY, ,LO,0,0,184,1,1-1A,1-1A,0, ,75.9509128500764,['1-1A']
2423,CLARK3, ,1739,Clarkson St,CLARKSON ST,1,PUBLIC WAY, ,LO,0,0,1739,3,3-03,3-03,0, ,716.829325792514,['3-03']
2424,CLARK4, ,1043,Clarkwood St,CLARKWOOD ST,1,PUBLIC WAY, ,LO,0,0,1043,4,3-07,3-07,0, ,429.30174222462097,['3-07']
2425,CLARO1, ,325,Claron St,CLARON ST,1,PUBLIC WAY, ,LO,0,0,325,5,2-06,2-06,0, ,134.147202391896,['2-06']
2426,CLAXT1, ,293,Claxton St,CLAXTON ST,1,PUBLIC WAY, ,LO,0,0,293,6,2-02,2-02,0, ,120.55025684155899,['2-02']
2427,CLAY 1, ,294,Clay St,CLAY ST,1,PRIVATE WAY, ,LO,0,0,294,5,2-08,2-08,1, ,121.018865466399,['2-08']
2428,CLAYB1, ,1513,Claybourne St,CLAYBOURNE ST,1,PUBLIC WAY, ,LO,0,0,1513,4,"3-03, 3-07","3-03, 3-07",0, ,624.6500823422509,"['3-03', ' 3-07']"
2429,CLAYM1, ,419,Claymont Ter,CLAYMONT TER,1,PUBLIC WAY, ,LO,0,0,419,3,3-07,3-07,1, ,172.567797251792,['3-07']
2430,CLAYM2, ,1233,Claymoss Rd,CLAYMOSS RD,1,PUBLIC WAY, ,LO,0,0,1233,9,2-04,2-04,0, ,508.547553505373,['2-04']
2431,CLAYT1, ,1577,Clayton St,CLAYTON ST,1,PUBLIC WAY, ,LO,0,0,1577,3,"3-03, 3-07","3-03, 3-07",0, ,651.345116357372,"['3-03', ' 3-07']"
2432,CLAYT2, ,103,Clayton Pl,CLAYTON PL,1,PRIVATE WAY, ,LO,0,0,103,3,3-03,3-03,0, ,42.4151589101292,['3-03']
2433,CLEAR1, ,1243,Clearwater Dr,CLEARWATER DR,1,PUBLIC WAY, ,LO,0,0,1243,3,3-07,3-07,0, ,512.125637674444,['3-07']
2434,CLEAR2, ,805,Clearway St,CLEARWAY ST,1,PUBLIC WAY, ,LO,0,0,805,7,1-1C,1-1C,1, ,331.44045311348,['1-1C']
2435,CLEAV1, ,234,Cleaves St,CLEAVES ST,1,PRIVATE WAY, ,LO,0,0,234,7,"1-10B, 2-02","1-10B, 2-02",1, ,96.53946430828121,"['1-10B', ' 2-02']"
2436,CLEMA1, ,328,Clematis St,CLEMATIS ST,1,PUBLIC WAY, ,LO,0,0,328,3,3-07,3-07,1, ,135.198159737411,['3-07']
2437,CLEME1, ,1939,Clement Ave,CLEMENT AV,1,PUBLIC WAY, ,LO,0,0,1939,6,2-06,2-06,0, ,798.7301609197659,['2-06']
2438,CLEME2, ,446,Clementine Park,CLEMENTINE PK,1,PUBLIC WAY, ,LO,0,0,446,4,3-07,3-07,0, ,184.11659161837898,['3-07']
2439,CLERM1, ,338,Clermont St,CLERMONT ST,1,PUBLIC WAY, ,LO,0,0,338,4,3-07,3-07,1, ,139.478680494164,['3-07']
2440,CLEVE1, ,1067,Cleveland St,CLEVELAND ST HP,1,PUBLIC WAY, ,LO,0,0,1067,5,2-08,2-08,0, ,439.358061385624,['2-08']
2441,CLEVE2, ,357,Cleveland St,CLEVELAND ST RX,1,PUBLIC WAY, ,LO,0,0,357,7,1-10B,1-10B,1, ,147.28314250838002,['1-10B']
2442,CLEVE3, ,225,Clevemont Ave,CLEVEMONT AV,1,PUBLIC WAY, ,LO,0,0,225,9,2-04,2-04,0, ,92.815557362143,['2-04']
2443,CLEVE5, ,102,Cleveland Park,CLEVELAND PARK,1,PRIVATE WAY, ,LO,0,0,102,7,1-10B,1-10B,1, ,42.1623874770224,['1-10B']
2444,CLEVE6, ,276,Cleveland Pl,CLEVELAND PL,1,PUBLIC WAY, ,LO,0,0,276,1,1-1B,1-1B,1, ,113.663817338879,['1-1B']
2445,CLIFF1, ,1549,Cliffmont St,CLIFFMONT ST,1,PUBLIC WAY, ,LO,0,0,1549,5,2-08,2-08,0, ,639.341791749096,['2-08']
2446,CLIFF2, ,1221,Clifford St,CLIFFORD ST RX,1,PUBLIC WAY, ,LO,0,0,1221,7,"1-10B, 3-03","1-10B, 3-03",0, ,503.25152528374497,"['1-10B', ' 3-03']"
2447,CLIFF3, ,1579,Clifford St,CLIFFORD ST HP,1,PUBLIC WAY, ,LO,0,0,1579,5,2-08,2-08,1, ,651.390178537647,['2-08']
2448,CLIFT1, ,2185,Clifton St,CLIFTON ST,1,PUBLIC WAY, ,CO,0,0,2185,7,3-03,3-03,0, ,902.04777572786,['3-03']
2449,CLIFT2, ,977,Cliftondale St,CLIFTONDALE ST,1,PUBLIC WAY, ,LO,0,0,977,5,2-06,2-06,0, ,402.64470978261,['2-06']
2450,CLINT1, ,202,Clinton Pl,CLINTON PL,1,PRIVATE WAY, ,LO,0,0,202,1,1-1A,1-1A,1, ,83.3124689097091,['1-1A']
2451,CLINT2, ,600,Clinton St,CLINTON ST,1,PUBLIC WAY, ,LO,0,0,600,1,1-1B,1-1B,1, ,247.107624491954,['1-1B']
2452,CLIPP1, ,300,Clipper Ship Ln,CLIPPER SHIP LN,1,PUBLIC WAY, ,LO,0,0,300,1,1-09,1-09,0, ,123.75769384408999,['1-09']
