,case_enquiry_id,open_dt,target_dt,closed_dt,ontime,case_status,closure_reason,case_title,subject,reason,type,location,location_street_name,location_zipcode,latitude,longitude,source
16190,101004661942,2023-02-09 05:17:57,2024-02-09 05:17:56,,ONTIME,Open, ,Sidewalk Repair,Public Works Department,Highway Maintenance,Sidewalk Repair,40 Bolton St  South Boston  MA  02127,40 Bolton St,2127.0,42.3421,-71.0527,City Worker App
16201,101004662075,2023-02-09 08:32:00,2023-02-10 08:33:08,,OVERDUE,Open, ,Sidewalk (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),38-40 Seaverns Ave  Jamaica Plain  MA  02130,38-40 Seaverns Ave,2130.0,42.312,-71.1119,City Worker App
16232,101004662392,2023-02-09 11:26:00,2023-02-10 11:26:15,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Waltham St & Tremont St  Boston  MA  ,INTERSECTION Waltham St & Tremont St,,42.3594,-71.0587,Constituent Call
16501,101004665730,2023-02-12 23:42:00,2023-02-14 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),191 Beacon St  Boston  MA  02116,191 Beacon St,2116.0,42.3541,-71.0763,Citizens Connect App
16733,101004668546,2023-02-15 07:11:00,2023-02-16 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),550 Parker St  Mission Hill  MA  02120,550 Parker St,2120.0,42.3355,-71.0942,Citizens Connect App
16781,101004669150,2023-02-15 12:55:00,2023-02-16 12:55:41,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),753 South St  Roslindale  MA  02131,753 South St,2131.0,42.2872,-71.1292,Citizens Connect App
16783,101004669184,2023-02-15 13:13:00,2023-02-16 13:13:17,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),17 Irving St  Boston  MA  02114,17 Irving St,2114.0,42.3606,-71.0665,Citizens Connect App
16997,101004681985,2023-02-17 14:47:00,2023-02-21 14:47:26,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),39 Saint Botolph St  Boston  MA  02116,39 Saint Botolph St,2116.0,42.3465,-71.0792,Citizens Connect App
17010,101004682181,2023-02-17 17:09:00,2023-02-22 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Ringgold St & Waltham St  Roxbury  MA  ,INTERSECTION Ringgold St & Waltham St,,42.3594,-71.0587,Citizens Connect App
17018,101004682304,2023-02-17 22:02:00,2023-02-22 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),754 South St  Roslindale  MA  02131,754 South St,2131.0,42.287,-71.1295,Citizens Connect App
17255,101004684624,2023-02-21 10:35:00,2023-02-22 10:35:29,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),410-412 Centre St  Jamaica Plain  MA  02130,410-412 Centre St,2130.0,42.3208,-71.1104,Citizens Connect App
17306,101004683615,2023-02-20 08:51:00,2023-02-22 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Florida St & Lonsdale St  Dorchester  MA  ,INTERSECTION Florida St & Lonsdale St,,42.3594,-71.0587,Citizens Connect App
17453,101004686071,2023-02-22 12:17:00,2023-02-23 12:17:17,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),41 Anderson St  Boston  MA  02114,41 Anderson St,2114.0,42.3599,-71.0679,Citizens Connect App
17529,101004687277,2023-02-23 13:23:00,2023-02-24 13:23:34,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),77 Newbury St  Boston  MA  02116,77 Newbury St,2116.0,42.352,-71.0746,Citizens Connect App
17641,101004687905,2023-02-24 07:47:00,2023-02-27 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Warren St & Chelsea St  Charlestown  MA  ,INTERSECTION Warren St & Chelsea St,,42.3594,-71.0587,Citizens Connect App
17761,101004691388,2023-02-27 16:14:00,2023-02-28 16:14:05,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),490 E Sixth St  South Boston  MA  02127,490 E Sixth St,2127.0,42.3329,-71.041,Citizens Connect App
17786,101004692063,2023-02-28 12:27:00,,,ONTIME,Open, ,Sidewalk Cover / Manhole,Boston Water & Sewer Commission,Sidewalk Cover / Manhole,Sidewalk Cover / Manhole,11 Thacher Ct  Boston  MA  02113,11 Thacher Ct,2113.0,42.3657,-71.0578,Constituent Call
17855,101004692835,2023-03-01 08:12:00,2023-03-02 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),53 Burt St  Dorchester  MA  02124,53 Burt St,2124.0,42.2843,-71.0694,Citizens Connect App
17858,101004692846,2023-03-01 08:14:00,2023-03-02 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),139 Ashmont St  Dorchester  MA  02124,139 Ashmont St,2124.0,42.2851,-71.0659,Citizens Connect App
18010,101004694918,2023-03-02 16:35:00,2023-03-03 16:35:48,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),11 Edinboro St  Boston  MA  02111,11 Edinboro St,2111.0,42.3521,-71.0599,Citizens Connect App
18023,101004695073,2023-03-02 18:46:00,2023-03-06 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Boylston St & Charles St  Boston  MA  ,INTERSECTION Boylston St & Charles St,,42.3594,-71.0587,Citizens Connect App
18186,101004697053,2023-03-05 08:02:00,2023-03-07 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),11-9 Worcester St  Roxbury  MA  02118,11-9 Worcester St,2118.0,42.3379,-71.0759,Citizens Connect App
18217,101004697441,2023-03-05 15:48:00,2023-03-07 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),32 Archdale Rd  Roslindale  MA  02131,32 Archdale Rd,2131.0,42.2931,-71.1217,Citizens Connect App
18442,101004700149,2023-03-07 15:55:00,2023-03-08 15:55:34,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),170 Faneuil Hall Marketplace   Boston  MA  02109,170 Faneuil Hall Marketplace ,2109.0,42.3602,-71.0545,Citizens Connect App
18445,101004700207,2023-03-07 16:31:00,2023-03-08 16:31:30,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),117 Alexander St  Dorchester  MA  02125,117 Alexander St,2125.0,42.3594,-71.0587,Constituent Call
18499,101004700932,2023-03-08 10:35:00,2023-03-22 10:36:00,,ONTIME,Open, ,Missing Sign,Transportation - Traffic Division,Signs & Signals,Missing Sign,25 Highland Ave  Roxbury  MA  02119,25 Highland Ave,2119.0,42.3594,-71.0587,City Worker App
18505,101004700985,2023-03-08 11:00:00,2023-03-09 11:00:53,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Public Alley No. 543 & W Canton St  Boston  MA  ,INTERSECTION Public Alley No. 543 & W Canton St,,42.3594,-71.0587,Citizens Connect App
18543,101004711615,2023-03-08 18:56:00,2023-03-10 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),127-131 Clarendon St  Boston  MA  02116,127-131 Clarendon St,2116.0,42.3484,-71.0738,Citizens Connect App
18574,101004722001,2023-03-09 08:53:00,2023-03-23 08:53:15,,ONTIME,Open, ,Missing Sign,Transportation - Traffic Division,Signs & Signals,Missing Sign,37 Winthrop St  Roxbury  MA  02119,37 Winthrop St,2119.0,42.3259,-71.0808,City Worker App
18583,101004722132,2023-03-09 10:07:00,2023-03-23 10:07:13,,ONTIME,Open, ,Missing Sign,Transportation - Traffic Division,Signs & Signals,Missing Sign,INTERSECTION of Brent St & Washington St  Dorchester  MA  ,INTERSECTION Brent St & Washington St,,42.3594,-71.0587,City Worker App
18602,101004722358,2023-03-09 12:22:00,2023-03-10 12:22:19,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Lenox St & Shawmut Ave  Roxbury  MA  ,INTERSECTION Lenox St & Shawmut Ave,,42.3594,-71.0587,Citizens Connect App
18678,101004723209,2023-03-10 08:49:00,2023-03-13 08:49:57,,ONTIME,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),204-205 South St  Jamaica Plain  MA  02130,204-205 South St,2130.0,42.3031,-71.1144,Citizens Connect App
18729,101004723944,2023-03-10 16:21:00,2023-03-13 16:21:54,,ONTIME,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),135 Old Colony Ave  South Boston  MA  02127,135 Old Colony Ave,2127.0,42.3352,-71.0557,Citizens Connect App
18804,101004698446,2023-03-06 13:04:37,2024-03-05 13:04:37,,ONTIME,Open, ,Sidewalk Repair,Public Works Department,Highway Maintenance,Sidewalk Repair,51-53 Wallingford Rd  Brighton  MA  02135,51-53 Wallingford Rd,2135.0,42.3433,-71.1506,Employee Generated
18949,101004632732,2023-01-17 08:57:00,2023-01-18 08:57:48,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),239 W Canton St  Boston  MA  02116,239 W Canton St,2116.0,42.3457,-71.0776,Citizens Connect App
18954,101004638755,2023-01-21 14:08:00,2023-01-24 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),215 Talbot Ave  Dorchester  MA  02124,215 Talbot Ave,2124.0,42.2917,-71.0776,Citizens Connect App
19037,101004616049,2023-01-01 14:08:00,2023-01-04 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),201 W Springfield St  Roxbury  MA  02118,201 W Springfield St,2118.0,42.3404,-71.08,Citizens Connect App
19039,101004616098,2023-01-01 15:17:00,2023-01-04 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),7 Saint Marks Rd  Dorchester  MA  02124,7 Saint Marks Rd,2124.0,42.2912,-71.0622,Citizens Connect App
19285,101004620943,2023-01-05 15:31:00,,,ONTIME,Open, ,Sidewalk Cover / Manhole,Boston Water & Sewer Commission,Sidewalk Cover / Manhole,Sidewalk Cover / Manhole,INTERSECTION of Harvard St & Walk Hill St  Mattapan  MA  ,INTERSECTION Harvard St & Walk Hill St,,42.3594,-71.0587,Constituent Call
19401,101004623650,2023-01-08 14:27:00,2023-01-10 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),72 N Margin St  Boston  MA  02113,72 N Margin St,2113.0,42.3652,-71.0568,Citizens Connect App
19495,101004625006,2023-01-09 15:53:00,2023-01-10 15:53:20,,OVERDUE,Open, ,Sidewalk (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),451 W Fourth St  South Boston  MA  02127,451 W Fourth St,2127.0,42.3352,-71.0474,City Worker App
19525,101004636347,2023-01-19 12:53:00,2023-01-20 12:53:12,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),800 Washington St  Boston  MA  02111,800 Washington St,2111.0,42.3497,-71.0635,Citizens Connect App
19561,101004620427,2023-01-05 10:10:00,2023-01-06 10:10:23,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),8 Ashburton Pl  Boston  MA  02108,8 Ashburton Pl,2108.0,42.359,-71.0618,Constituent Call
19658,101004625522,2023-01-10 07:06:00,2023-01-11 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Marlborough St & Berkeley St  Boston  MA  ,INTERSECTION Marlborough St & Berkeley St,,42.3594,-71.0587,Citizens Connect App
19676,101004625910,2023-01-10 10:34:00,2023-01-11 10:34:01,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),36 Lawton St  Hyde Park  MA  02136,36 Lawton St,2136.0,42.235,-71.1277,Constituent Call
19814,101004628891,2023-01-12 15:24:00,2023-01-13 15:24:06,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),115 Trenton St  East Boston  MA  02128,115 Trenton St,2128.0,42.3793,-71.0348,Constituent Call
19819,101004628928,2023-01-12 15:44:00,2023-01-13 15:44:35,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),89-105 Bunker Hill St  Charlestown  MA  02129,89-105 Bunker Hill St,2129.0,42.3778,-71.0586,Citizens Connect App
19823,101004628998,2023-01-12 16:38:00,2023-01-13 16:41:25,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),14 Codman Hill Ave  Dorchester  MA  02124,14 Codman Hill Ave,2124.0,42.2797,-71.0709,Citizens Connect App
19885,101004629680,2023-01-13 10:05:00,2023-01-17 10:05:40,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),68-72 Euston Rd  Brighton  MA  02135,68-72 Euston Rd,2135.0,42.3435,-71.1462,Citizens Connect App
19926,101004630372,2023-01-13 16:41:00,2023-01-17 16:41:06,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),204 Tremont St  Boston  MA  02116,204 Tremont St,2116.0,42.3518,-71.0645,Citizens Connect App
20067,101004632002,2023-01-16 12:32:00,2023-01-18 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),83 Woodard Rd  West Roxbury  MA  02132,83 Woodard Rd,2132.0,42.2785,-71.1492,Constituent Call
20124,101004633108,2023-01-17 11:32:00,2023-01-18 11:32:55,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),157 D St  South Boston  MA  02127,157 D St,2127.0,42.3364,-71.0534,Citizens Connect App
20223,101004634389,2023-01-18 09:56:00,2023-01-19 09:57:22,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),59 Crescent Ave  Dorchester  MA  02125,59 Crescent Ave,2125.0,42.3188,-71.0536,Constituent Call
20253,101004634813,2023-01-18 13:15:00,2023-01-19 13:15:13,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),19 Rockville Park  Roxbury  MA  02119,19 Rockville Park,2119.0,42.3248,-71.0817,Constituent Call
20360,101004636080,2023-01-19 10:58:00,2023-01-20 10:58:53,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),9 Schirmer Rd  West Roxbury  MA  02132,9 Schirmer Rd,2132.0,42.2923,-71.1499,Citizens Connect App
20505,101004627716,2023-01-11 15:29:00,2023-01-12 15:29:37,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),52 Hillsdale St  Dorchester  MA  02124,52 Hillsdale St,2124.0,42.2793,-71.0606,Constituent Call
20610,101004638776,2023-01-21 14:22:00,2023-01-24 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Wentworth St & Wentworth Ter  Dorchester  MA  ,INTERSECTION Wentworth St & Wentworth Ter,,42.3594,-71.0587,Citizens Connect App
20614,101004638795,2023-01-21 14:50:00,2023-01-24 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),74 Glenway St  Dorchester  MA  02121,74 Glenway St,2121.0,42.3004,-71.0825,Citizens Connect App
20739,101004641180,2023-01-24 08:16:00,2023-01-25 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),190 Manchester St  Mattapan  MA  02126,190 Manchester St,2126.0,42.2741,-71.075,Constituent Call
20913,101004643702,2023-01-25 19:25:00,2023-01-27 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),11 Edinboro St  Boston  MA  02111,11 Edinboro St,2111.0,42.3521,-71.0599,Citizens Connect App
21027,101004640349,2023-01-23 12:41:00,2023-01-24 12:41:41,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),65 Worcester St  Roxbury  MA  02118,65 Worcester St,2118.0,42.3392,-71.0775,Citizens Connect App
21074,101004644170,2023-01-26 09:23:00,2023-01-27 09:23:35,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),39 Warner St  Dorchester  MA  02124,39 Warner St,2124.0,42.2946,-71.0801,Citizens Connect App
21598,101004651905,2023-02-01 11:43:00,2023-02-02 11:43:34,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),443 Harrison Ave  Roxbury  MA  02118,443 Harrison Ave,2118.0,42.3425,-71.066,Citizens Connect App
21763,101004616822,2023-01-02 15:14:00,2023-01-04 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),37 Nikisch Ave  Roslindale  MA  02131,37 Nikisch Ave,2131.0,42.2784,-71.1403,Citizens Connect App
21778,101004616835,2023-01-02 15:26:00,2023-01-04 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),537 Columbus Ave  Roxbury  MA  02118,537 Columbus Ave,2118.0,42.3417,-71.0808,Citizens Connect App
21902,101004653444,2023-02-02 15:17:00,2023-02-03 15:18:07,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),24 Clinton St  Boston  MA  02109,24 Clinton St,2109.0,42.3609,-71.0547,Citizens Connect App
22129,101004620182,2023-01-05 08:08:00,2023-01-06 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),295 Tremont St  Boston  MA  02116,295 Tremont St,2116.0,42.3493,-71.0661,Citizens Connect App
22197,101004620580,2023-01-05 11:33:00,2023-01-06 11:33:37,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),29 Woodbrier Rd  West Roxbury  MA  02132,29 Woodbrier Rd,2132.0,42.2718,-71.1601,Citizens Connect App
22215,101004654773,2023-02-03 23:21:00,2023-02-07 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),63 Appleton St  Boston  MA  02116,63 Appleton St,2116.0,42.3459,-71.0726,Citizens Connect App
22556,101004623441,2023-01-08 10:42:00,2023-01-10 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Greenwood Park & Park St  Dorchester  MA  ,INTERSECTION Greenwood Park & Park St,,42.3594,-71.0587,Constituent Call
22669,101004657730,2023-02-06 10:00:00,2023-02-07 10:00:42,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),131-141 Main St  Charlestown  MA  02129,131-141 Main St,2129.0,42.3747,-71.0635,Citizens Connect App
22770,101004624849,2023-01-09 14:25:00,2023-01-10 14:25:02,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),102 Waltham St  Roxbury  MA  02118,102 Waltham St,2118.0,42.3437,-71.0714,Citizens Connect App
22880,101004625746,2023-01-10 09:08:00,2023-01-11 09:08:39,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Anson St & South St  Jamaica Plain  MA  ,INTERSECTION Anson St & South St,,42.3594,-71.0587,Citizens Connect App
22904,101004626067,2023-01-10 12:02:00,2023-01-11 12:02:50,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),125 Theodore Parker Rd  West Roxbury  MA  02132,125 Theodore Parker Rd,2132.0,42.2915,-71.1499,Citizens Connect App
23049,101004627334,2023-01-11 11:45:00,2023-01-12 11:45:42,,OVERDUE,Open, ,POWER WASH,Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),82 Phillips St  Boston  MA  02114,82 Phillips St,2114.0,42.36,-71.0697,Citizens Connect App
23085,101004627601,2023-01-11 14:29:00,2023-01-12 14:29:21,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),32 Monsignor Patrick J Lydon Way  Dorchester  MA  02124,32 Monsignor Patrick J Lydon Way,2124.0,42.2886,-71.0622,Citizens Connect App
23141,101004628334,2023-01-12 09:05:00,2023-01-13 09:05:14,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),800 Washington St  Boston  MA  02111,800 Washington St,2111.0,42.3497,-71.0635,Citizens Connect App
23182,101004628859,2023-01-12 14:48:00,2023-01-13 14:48:05,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),185 Fulton St  Boston  MA  02109,185 Fulton St,2109.0,42.3632,-71.052,Citizens Connect App
23263,101004659592,2023-02-07 11:17:00,2023-02-08 11:17:42,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),60 Staniford St  Boston  MA  02114,60 Staniford St,2114.0,42.3625,-71.0643,Citizens Connect App
23266,101004629658,2023-01-13 09:54:00,2023-01-17 09:54:43,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),213 W Springfield St  Roxbury  MA  02118,213 W Springfield St,2118.0,42.3407,-71.0803,Citizens Connect App
23649,101004633731,2023-01-17 17:32:00,2023-01-19 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),284 Dorchester Ave  South Boston  MA  02127,284 Dorchester Ave,2127.0,42.3386,-71.0569,Citizens Connect App
23745,101004634263,2023-01-18 09:04:00,2023-01-19 09:04:06,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Walnut St & Mount Vernon St  Boston  MA  ,INTERSECTION Walnut St & Mount Vernon St,,42.3594,-71.0587,Citizens Connect App
23797,101004634510,2023-01-18 10:49:00,2023-01-19 10:49:24,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),49 Avondale St  Dorchester  MA  02124,49 Avondale St,2124.0,42.2754,-71.0685,Citizens Connect App
23976,101004635907,2023-01-19 09:49:00,2023-01-20 09:49:17,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Buchanan Rd & President Rd  Roslindale  MA  ,INTERSECTION Buchanan Rd & President Rd,,42.3594,-71.0587,Constituent Call
24167,101004637024,2023-01-20 07:11:00,2023-01-23 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),140 Russett Rd  West Roxbury  MA  02132,140 Russett Rd,2132.0,42.2927,-71.1524,Citizens Connect App
24460,101004638572,2023-01-21 11:47:00,2023-01-24 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),80-82 A St  South Boston  MA  02127,80-82 A St,2127.0,42.3424,-71.0551,Citizens Connect App
24475,101004665533,2023-02-12 15:27:00,2023-02-14 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Florence St & Poplar St  Roslindale  MA  ,INTERSECTION Florence St & Poplar St,,42.3594,-71.0587,Citizens Connect App
24692,101004640041,2023-01-23 10:08:00,2023-01-24 10:08:20,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),49 Rockwell St  Dorchester  MA  02124,49 Rockwell St,2124.0,42.2833,-71.0753,Constituent Call
24895,101004668077,2023-02-14 15:14:00,2023-02-15 15:14:08,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),320 Maverick St  East Boston  MA  02128,320 Maverick St,2128.0,42.3672,-71.0315,Constituent Call
24899,101004668118,2023-02-14 15:33:00,2023-02-15 15:33:36,,OVERDUE,Open, ,BREAK OUT,Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),13 Cornelia Ct  Mission Hill  MA  02120,13 Cornelia Ct,2120.0,42.3348,-71.0987,Citizens Connect App
25311,101004644108,2023-01-26 08:54:00,2023-01-27 08:54:32,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Fayette St & Church St  Boston  MA  ,INTERSECTION Fayette St & Church St,,42.3594,-71.0587,Citizens Connect App
