Neighborhood,Street,Address_1,Address_2,Intersection,From,To,Permittee,Contractor,Permit,Project_Category,Construction_Notes,Work_Schedule,ExpirationDate,Estimated_Completion_Date,Roadway_Plates_In_Use,Sidewalk_Plates_In_Use,Status,Trench_Length,Contact_Number,NumberOfWorkZones,District
SOUTH DORCHESTER/MATTAPAN,CUMMINS HWY,548,,,,,National Grid,National Grid,EMER-1323845,EMERGENCY,Grade 1 Gas Leak / EMER-1323835,Days & Weekends,2023-01-13 00:00:00,2023-01-13 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,07
SOUTH DORCHESTER/MATTAPAN,ASHMONT PK,6,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1424063,EMERGENCY,Control Locate (Leak on Service),Days & Weekends,2023-01-13 00:00:00,2023-01-13 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,07
SOUTH DORCHESTER/MATTAPAN,CENTRE CT,15,,,,,Boston Water & Sewer Commission,Metro Equipment Corp,EMER-1426136,EMERGENCY,Hydrant Repair (Inoperable Hydrant),Days & Weekends,2023-01-21 00:00:00,2023-01-21 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,07
SOUTH DORCHESTER/MATTAPAN,BABSON ST,9,,,,,National Grid,National Grid,EMER-1323856,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-01-19 00:00:00,2023-01-19 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,07
SOUTH DORCHESTER/MATTAPAN,RIVER ST,103,,,,,National Grid,National Grid,EMER-1323864,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-01-21 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,07
SOUTH DORCHESTER/MATTAPAN,BABSON ST,9,,,,,National Grid,National Grid,EMER-1323862,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-01-21 00:00:00,2023-01-21 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,07
SOUTH DORCHESTER/MATTAPAN,MARYKNOLL ST,27,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1424076,EMERGENCY,Leak Repair (Leak on Street),Days & Weekends,2023-01-18 00:00:00,2023-01-19 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,07
SOUTH DORCHESTER/MATTAPAN,WELLINGTON HILL AV,90,,,,,Crown Castle,Phoenix Communication Inc.,EMER-1370351,EMERGENCY,Service Outage,Days & Weekends,2023-01-18 00:00:00,2023-01-19 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,888-632-0931,1,07
SOUTH DORCHESTER/MATTAPAN,GILMER ST,20,,,,,Verizon,Danella Line Co,EXCA-1430781,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT,Days & Weekends,2023-02-01 00:00:00,2023-02-01 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,235,800-446-8946,1,07
SOUTH DORCHESTER/MATTAPAN,WELLINGTON HILL AV,95,,,,,Verizon,Danella Line Co,EXCA-1430777,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,2023-01-28 00:00:00,2023-01-28 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,56,800-446-8946,1,07
SOUTH DORCHESTER/MATTAPAN,DORCHESTER AV,2075,,,,,Eversource Electric,Eversource Electric,EMER-1160681,EMERGENCY,Emergency - Cable Repair,Days & Weekends,,,,,ONGOING SECTIONS TOPPED TO GRADE,,1-800-592 20,1,07
SOUTH DORCHESTER/MATTAPAN,CALLENDER ST,32,,,,,National Grid,National Grid,EMER-1323872,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-01-26 00:00:00,2023-01-26 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,07
SOUTH DORCHESTER/MATTAPAN,BABSON ST,9,,,,,National Grid,National Grid,EMER-1323875,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,,,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,07
SOUTH DORCHESTER/MATTAPAN,NELSON ST,38,,,,,Boston Water & Sewer Commission,Metro Equipment Corp,EMER-1426139,EMERGENCY,Service Repair (Leak on Service),Days & Weekends,2023-01-24 00:00:00,2023-01-24 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,07
SOUTH DORCHESTER/MATTAPAN,BABSON ST,9,,,,,National Grid,National Grid,EMER-1323870,EMERGENCY,Grade 1 Gas Leak / EMER-1323856 / EMER-1323862,Days & Weekends,2023-01-24 00:00:00,2023-01-24 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,07
SOUTH DORCHESTER/MATTAPAN,BROWNING AV,21,,,,,National Grid,National Grid,EMER-1333311,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-01 00:00:00,2023-02-01 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,07
SOUTH DORCHESTER/MATTAPAN,BLUE HILL AV,1261,1299,,,,Genesis Utilities Corp,Genesis Utilities Corp,EXCA-1433824,MAINTENANCE,CUT AND CAP,Days & Weekends,2023-02-03 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-699-1602,1,07
SOUTH DORCHESTER/MATTAPAN,SOUTH MUNROE ST,18,,,,,National Grid,National Grid,EMER-1333315,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-01 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,07
SOUTH DORCHESTER/MATTAPAN,WASHINGTON ST,1085,,,,,National Grid,National Grid,EMER-1333318,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-01 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,07
SOUTH DORCHESTER/MATTAPAN,DORCHESTER AV,2075,,,,,Eversource Electric,Riley Bro's,EMER-1160683,EMERGENCY,Emergency - Cable Replacement,Days & Weekends,2023-02-01 00:00:00,2023-02-01 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-800-592 20,1,07
SOUTH DORCHESTER/MATTAPAN,BABSON ST,9,,,,,National Grid,National Grid,EMER-1333322,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-02 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,07
SOUTH DORCHESTER/MATTAPAN,RECTOR RD,38,,,,,National Grid,National Grid,EXCA-1433465,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-02-10 00:00:00,2023-02-10 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,07
SOUTH DORCHESTER/MATTAPAN,SAVANNAH AV,49,,,,,Boston Water & Sewer Commission,Metro Equipment Corp,EMER-1426173,EMERGENCY,Service Repair (Leak on Service),Days & Weekends,2023-02-07 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,07
SOUTH DORCHESTER/MATTAPAN,MARIE ST,14,,,,,Boston Water & Sewer Commission,Metro Equipment Corp,EMER-1426172,EMERGENCY,Service Repair (Leak on Service),Days & Weekends,2023-02-07 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,07
SOUTH DORCHESTER/MATTAPAN,PARK ST,551,,,,,National Grid,National Grid,EMER-1333337,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-07 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,07
SOUTH DORCHESTER/MATTAPAN,ASHMONT ST,123,,,,,National Grid,National Grid,EMER-1333342,EMERGENCY,Gas Stoppage,Days & Weekends,2023-02-07 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,07
SOUTH DORCHESTER/MATTAPAN,KING ST ,1,,,,,National Grid,National Grid,EMER-1333341,EMERGENCY,Emergency - Service Outage,Days & Weekends,2023-02-07 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,07
SOUTH DORCHESTER/MATTAPAN,WESTGLOW ST,59,,,,,National Grid,National Grid,EMER-1333340,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-07 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,07
SOUTH DORCHESTER/MATTAPAN,PARK ST,551,,,,,National Grid,National Grid,EMER-1333337,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-04 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,07
SOUTH DORCHESTER/MATTAPAN,NORFOLK ST,68,,,,,National Grid,National Grid,EMER-1333328,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-02 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,07
SOUTH DORCHESTER/MATTAPAN,GREENFIELD RD,108,,,,,National Grid,National Grid,EMER-1333327,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,,,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,07
SOUTH DORCHESTER/MATTAPAN,RIVER ST,85,,,,,Eversource Electric,Sheerin Construction,EMER-1358807,EMERGENCY,Casting Repair - Public Safety Concern,Days & Weekends,2023-02-05 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-800-592 20,1,07
SOUTH DORCHESTER/MATTAPAN,NIGHTINGALE ST,1,,,,,National Grid,National Grid,EXCA-1433459,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-02-08 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,07
SOUTH DORCHESTER/MATTAPAN,BLUE HILL AV,1195,,,,,National Grid,National Grid,EMER-1333331,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-02 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,07
SOUTH DORCHESTER/MATTAPAN,WASHINGTON ST,605,,,,,National Grid,National Grid,EMER-1333332,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-02 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,07
SOUTH DORCHESTER/MATTAPAN,Minot St ,70,,,,,National Grid,Nationalgrid ,EXCA-1433449,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-02-16 00:00:00,2023-02-16 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,,1,07
SOUTH DORCHESTER/MATTAPAN,ROCKINGHAM RD,54,,,,,National Grid,National Grid,EXCA-1433472,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-02-08 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,07
SOUTH DORCHESTER/MATTAPAN,GREENFIELD RD,166,,,,,National Grid,National Grid,EXCA-1433467,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-02-16 00:00:00,2023-02-16 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,07
SOUTH DORCHESTER/MATTAPAN,MINOT ST,70,,,,,National Grid,National Grid,EXCA-1433449,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-02-16 00:00:00,2023-02-16 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,07
SOUTH DORCHESTER/MATTAPAN,AVONDALE ST,10,,,,,National Grid,National Grid,EXCA-1433453,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-02-16 00:00:00,2023-02-16 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,07
SOUTH DORCHESTER/MATTAPAN,CROSSMAN ST,14,16,,,,National Grid,National Grid,EXCA-1433445,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-02-16 00:00:00,2023-02-16 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,07
SOUTH DORCHESTER/MATTAPAN,RECTOR RD,38,,,,,National Grid,National Grid,EXCA-1433465,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-02-16 00:00:00,2023-02-16 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,07
SOUTH DORCHESTER/MATTAPAN,MILTON AV,110,,,,,National Grid,National Grid,EMER-1333324,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-01 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,07
SOUTH DORCHESTER/MATTAPAN,MILTON AVE,110,,,,,National Grid,National Grid,EMER-1333324,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,,,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,07
SOUTH DORCHESTER/MATTAPAN,STOUGHTON ST,83,93,,,,Verizon,Danella Line Co,EXCA-1436900,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT,Days & Weekends,2023-02-24 00:00:00,2023-02-24 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,115,800-446-8946,1,07
SOUTH DORCHESTER/MATTAPAN,MSGR PATRICK J LYDON WY,25,,,,,Boston Water & Sewer Commission,D'Allessandro Corp,EMER-E142617,EMERGENCY,Service Repair (Leak on Service),Days & Weekends,2023-02-08 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,07
SOUTH DORCHESTER/MATTAPAN,JOHNSTON RD,22,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1426180,EMERGENCY,Dig in Doubt (Leak on Service),Days & Weekends,2023-02-09 00:00:00,2023-02-09 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,07
SOUTH DORCHESTER/MATTAPAN,SAVANNAH  AV,49,,,,,Comcast,P V Barone,EMER-1333358,EMERGENCY,Casting Repair - Public Safety Concern,Days & Weekends,2023-02-15 00:00:00,2023-02-15 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-857-919 93,1,07
SOUTH DORCHESTER/MATTAPAN,CALLENDER ST,67,,,,,NEGasDispatchersSupervisors@nati,National Grid,EMER-1333357,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,,,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 11,1,07
SOUTH DORCHESTER/MATTAPAN,NORFOLK ST,502,,,,,National Grid,National Grid,EMER-1333356,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,2023-02-10 00:00:00,2023-02-15 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,07
SOUTH DORCHESTER/MATTAPAN,LYNDHURST ST,95,,,,,Ronan 953 LLC,Ronan 953 LLC,EMER-,EMERGENCY,Sewer Repair (Broken Sewer),Days & Weekends,2023-02-10 00:00:00,2023-02-10 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-510 10,1,07
SOUTH DORCHESTER/MATTAPAN,WAINWRIGHT ST,51,,,,,National Grid,National Grid,EMER-1333352,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-10 00:00:00,2023-02-10 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,07
SOUTH DORCHESTER/MATTAPAN,WINSTON RD,9,,,,,National Grid,National Grid,EMER-1364988,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-15 00:00:00,2023-02-15 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,07
SOUTH DORCHESTER/MATTAPAN,ADAMS ST,440,,,,,National Grid,National Grid,EMER-1364986,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-15 00:00:00,2023-02-15 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,07
SOUTH DORCHESTER/MATTAPAN,WASHINGTON ST,572,,,,,National Grid,National Grid,EXCA-1439940,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-03-16 00:00:00,2023-03-16 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,07
SOUTH DORCHESTER/MATTAPAN,PARK ST,558,,,,,National Grid,National Grid,EXCA-1439948,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-03-16 00:00:00,2023-03-16 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,07
SOUTH DORCHESTER/MATTAPAN,RICE ST,5,,,,,Keash Excavation,Keash Excavation,EXCA-1438300,SERVICE,,Days & Weekends,2023-02-20 00:00:00,2023-02-20 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,857-231-1171,1,07
SOUTH DORCHESTER/MATTAPAN,DRAPER ST,50,,,,,Keash Excavating Inc,Keash Excavating Inc,EXCA-1409889,SERVICE,INSTALLATION OF WATER AND FIREPIPE,Days & Weekends,2023-03-07 00:00:00,2023-03-07 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,857-231-1171,1,07
SOUTH DORCHESTER/MATTAPAN,BARRY ST,30,,,,,National Grid,National Grid,EMER-1364992,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-17 00:00:00,2023-02-17 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,07
SOUTH DORCHESTER/MATTAPAN,OAKMAN ST,11,,,,,Eversource Electric,OneSource/Maverick,EMER-1358823,EMERGENCY,Emergency - Cable Replacement,Days & Weekends,2023-02-17 00:00:00,2023-02-17 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,07
SOUTH DORCHESTER/MATTAPAN,WENTWORTH ST,39,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1436410,EMERGENCY,Sewer Repair (Broken Sewer),Days & Weekends,2023-02-22 00:00:00,2023-02-22 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,07
SOUTH DORCHESTER/MATTAPAN,KERWIN ST,37,,,,,Eversource Electric,G Greene Construction,EMER-1436140,EMERGENCY,Casting Repair - Public Safety Concern,Days & Weekends,2023-02-18 00:00:00,2023-02-23 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,07
SOUTH DORCHESTER/MATTAPAN,TALBOT AV,26,28,,,,Boston Water & Sewer Commission,K&K Excavation,EXCA-1430630,NEW CONDUIT AND/OR MAIN,INSTALLATION OF STORM WATER VAULT,Days & Weekends,2023-03-08 00:00:00,2023-03-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,07
SOUTH DORCHESTER/MATTAPAN,TALBOT AV,102,112,,,,National Grid,Feeney Brothers Excavation,EXCA-1420304,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,2023-03-17 00:00:00,2023-03-17 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,07
SOUTH DORCHESTER/MATTAPAN,BLUE HILL AV,1357,,,,,National Grid,National Grid,EMER-1365009,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-24 00:00:00,2023-02-24 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,07
SOUTH DORCHESTER/MATTAPAN,ERICSSON ST,,,WALNUT ST,,,Boston Water & Sewer Commission,Steven Companies,EMER-1436416,EMERGENCY,Casting Repair - Public Safety Concern,Days & Weekends,2023-02-24 00:00:00,2023-02-24 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,07
SOUTH DORCHESTER/MATTAPAN,FAIRWAY ST,,,BLUE HILL AV,,,Boston Water & Sewer Commission,Steven Companies,EMER-1436415,EMERGENCY,Casting Repair - Public Safety Concern,Days & Weekends,2023-02-24 00:00:00,2023-02-24 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,07
SOUTH DORCHESTER/MATTAPAN,NORFOLK ST,434,,,,,National Grid,National Grid,EMER-1365011,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-24 00:00:00,2023-02-24 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,07
SOUTH DORCHESTER/MATTAPAN,VAN WINKLE ST,8,,,,,National Grid,National Grid,EXCA-1441632,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-03-17 00:00:00,2023-03-17 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,07
SOUTH DORCHESTER/MATTAPAN,WELLINGTON HILL AV,120,,,,,National Grid,National Grid,EXCA-1441638,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-03-17 00:00:00,2023-03-17 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,07
SOUTH DORCHESTER/MATTAPAN,THETFORD AV,39,,,,,National Grid,National Grid,EXCA-1441626,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-03-17 00:00:00,2023-03-17 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,07
SOUTH DORCHESTER/MATTAPAN,RIVER ST,53,,,,,Boston Water & Sewer Commission,STEVEN COMPANIES US LLC ,EMER-E143642,EMERGENCY,Emergency - Manhole Structural Repair,Days & Weekends,,,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,07
SOUTH DORCHESTER/MATTAPAN,PARK ST,610,,,,,National Grid,National Grid,EMER-1365018,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,,,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,07
WEST ROXBURY/ROSLINDALE,LAGRANGE ST,619,,,,,National Grid,National Grid,EXCA-1443292,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-03-22 00:00:00,2023-03-22 00:00:00,,,,,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,SOUTH ST,839,,BASTO TER,,,National Grid,National Grid,EXCA-1441740,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-03-17 00:00:00,2023-03-17 00:00:00,,,,,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,FLETCHER ST,59,,,,,National Grid,National Grid,EXCA-1441748,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-03-23 00:00:00,2023-03-23 00:00:00,,,,,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,WILLOWDEAN AV,19,,,,,National Grid,National Grid,EXCA-1439945,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-03-16 00:00:00,2023-03-16 00:00:00,,,,,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,VERMONT ST,75,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1436427,EMERGENCY,Dig in Doubt (Leak on Service),Days & Weekends,,,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,06
WEST ROXBURY/ROSLINDALE,CENTRE ST,1961,,,,,National Grid,National Grid,EMER-1365003,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-23 00:00:00,2023-02-23 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,WALWORTH ST,129,,,,,National Grid,National Grid,EXCA-1436943,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-02-24 00:00:00,2023-02-24 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,VERMONT ST,285,,,,,National Grid,National Grid,EMER-1365005,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-23 00:00:00,2023-02-23 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,GRAYFIELD ST,70,,,,,Boston Public Works,Maverick Construction,EXCA-1437997,,Maintenance,Days & Weekends,2023-02-27 00:00:00,2023-02-27 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,857-472-0105,1,06
WEST ROXBURY/ROSLINDALE,COLBERG AVE,15,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1436417,EMERGENCY,Control Locate (Leak on Service),Days & Weekends,2023-02-24 00:00:00,2023-02-24 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,06
WEST ROXBURY/ROSLINDALE,POPLAR ST,489,,GLENDOWER,,,National Grid,National Grid,EXCA-1441722,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-03-17 00:00:00,2023-03-17 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,ANAWAN AV,124,,,,,National Grid,National Grid,EXCA-1441737,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-03-17 00:00:00,2023-03-17 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,CLARENDON ST,38,,,,,National Grid,National Grid,EXCA-1441727,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-03-17 00:00:00,2023-03-17 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,VFW PKWY,670,,ON MAPLE ST,,,National Grid,National Grid,EXCA-1436869,MAINTENANCE,INSTALLATION OF GAS SERVICE ON MAPLE ST,Days & Weekends,2023-02-24 00:00:00,2023-02-24 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,LANDSEER ST,46,,,,,National Grid,National Grid,EMER-1364994,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-18 00:00:00,2023-02-23 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,BELGRADE AV,273,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1436406,EMERGENCY,Service Repair (Leak on Service),Days & Weekends,2023-02-22 00:00:00,2023-02-23 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,06
WEST ROXBURY/ROSLINDALE,CUMMINS HY,379,,,,,Boston Public Works,Maverick Construction,EXCA-1435431,MAINTENANCE,,Days & Weekends,2023-02-17 00:00:00,2023-02-17 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,857-472-0105,1,06
WEST ROXBURY/ROSLINDALE,WALWORTH ST,118,,,,,National Grid,National Grid,EXCA-1436936,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-02-24 00:00:00,2023-02-24 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,,06
WEST ROXBURY/ROSLINDALE,Dent St,143,,,,,National Grid,National Grid,EXCA-1085379,MAINTENANCE,,Days & Weekends,2023-03-15 00:00:00,2023-03-15 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,WALWORTH ST,100,,,,,National Grid,National Grid,EXCA-1436933,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-02-24 00:00:00,2023-02-24 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,06
