Neighborhood,Street,Address_1,Address_2,Intersection,From,To,Permittee,Contractor,Permit,Project_Category,Construction_Notes,Work_Schedule,ExpirationDate,Estimated_Completion_Date,Roadway_Plates_In_Use,Sidewalk_Plates_In_Use,Status,Trench_Length,Contact_Number,NumberOfWorkZones,District
SOUTH END/BACK BAY,MARLBOROUGH ST,275,,,,,National Grid,National Grid,EMER-1323859,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-01-21 00:00:00,2023-01-21 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,01C
SOUTH END/BACK BAY,BOYLSTON ST,885,,,,,National Grid,National Grid,EMER-1323861,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-01-21 00:00:00,2023-01-21 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,01C
SOUTH END/BACK BAY,NEWBURY ST,169,,,,,Keash Excavating Inc,Keash Excavating Inc,EXCA-1346173,SERVICE,INSTALLATION OF WATER SEWER AND FIREPIPE,Days & Weekends,2023-01-25 00:00:00,2023-01-25 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,857-231-1171,1,01C
SOUTH END/BACK BAY,BOYLSTON ST,899,,,,,National Grid,National Grid,EMER-1323846,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-01-13 00:00:00,2023-01-13 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,01C
SOUTH END/BACK BAY,BOYLSTON ST,551,,,,,National Grid,National Grid,EMER-1323278,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-01-13 00:00:00,2023-01-13 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,01C
SOUTH END/BACK BAY,WEST SPRINGFIELD ST,97,,,,,National Grid,National Grid,EMER-1323831,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-01-12 00:00:00,2023-02-08 00:00:00,2,,PLATES PINNED & BERMED,,877-304-1203,1,01C
SOUTH END/BACK BAY,WEST SPRINGFIELD ST,162,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1424054,EMERGENCY,Service Repair (Leak on Service),Days & Weekends,2023-01-13 00:00:00,2023-01-12 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,01C
SOUTH END/BACK BAY,BERKELEY ST,,,BOYLSTON ST,,,Verizon,MJD Excavation,EMER-1164613,EMERGENCY,Emergency - Manhole Structural Repair,Days & Weekends,2023-01-04 00:00:00,2023-01-04 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-800-446 89,1,01C
SOUTH END/BACK BAY,BOYLSTON ST,,,FAIRFIELD,,,National Grid,National Grid,EMER-1323244,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2022-12-29 00:00:00,2023-01-15 00:00:00,2,,PLATES PINNED & BERMED,,1-877-304 12,1,01C
SOUTH END/BACK BAY,HARRISON AV,789,797,,,,Verizon,Danella Line Co,EXCA-1424748,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,2023-02-01 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,47,800-446-8946,1,01C
SOUTH END/BACK BAY,BOYLSTON ST,900,,,,,Verizon,Danella Line Co,EXCA-1421328,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,2023-01-10 00:00:00,2023-01-10 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,47,800-446-8946,1,01C
SOUTH END/BACK BAY,STUART ST,426,,,,,Verizon,Danella Line Co,EXCA-1419640,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT`,Days & Weekends,2023-01-03 00:00:00,2023-01-15 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,74,800-446-8946,1,01C
SOUTH END/BACK BAY,BOYLSTON ST,,,,,,National Grid,National Grid,EMER-1365022,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,,,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01C
NORTH END/BEACON HILL,COMMERCIAL ST,371,,SALUTATION ST,,,Comcast,EB Rotundi,EXCA-1442022,MAINTENANCE,CONDUIT REPAIR (2),Days & Weekends,2023-03-20 00:00:00,2023-03-20 00:00:00,,,,,857-919 9355,1,01B
NORTH END/BEACON HILL,ANDERSON ST,7,89,,,,National Grid,Feeney Brothers Excavation,EXCA-1340769,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,2023-03-17 00:00:00,2023-03-17 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,660,877-304-1203,1,01B
NORTH END/BEACON HILL,PRINCE ST,61,,,,,Crown Castle,Mirra Company Co.,EMER-1370348,EMERGENCY,Emergency - Manhole Structural Repair,Days & Weekends,2023-01-06 00:00:00,2023-01-06 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-888-632 09,1,01B
NORTH END/BEACON HILL,HULL ST,,,COMMERCIAL ST,,,Boston Water & Sewer Commission,Metro Equipment,EMER-1424051,EMERGENCY,Casting Repair - Public Safety Concern,Days & Weekends,2023-01-13 00:00:00,2023-01-12 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,01B
NORTH END/BEACON HILL,PHILLIPS ST,55,,,,,Eversource Electric,Riley Brothers,EMER-1160671,EMERGENCY,Emergency - Service Reroute,Days & Weekends,2023-01-18 00:00:00,2023-01-19 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,01B
NORTH END/BEACON HILL,ENDICOTT ST,,,,,,"TC Systems, Inc. ",Murphy & Fahy Construction,EMER-0000000,EMERGENCY,Casting Repair - Public Safety Concern,Days & Weekends,2023-01-18 00:00:00,2023-01-19 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01B
NORTH END/BEACON HILL,REVERE ST,117,,,,,Eversource Electric,Riley Brothers,EMER-1160668,EMERGENCY,Emergency - Service Outage,Days & Weekends,2023-01-19 00:00:00,2023-01-19 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,01B
NORTH END/BEACON HILL,BLOSSOM ST,175,,,,,Comcast,Mirra Company Co.,EXCA-1430697,MAINTENANCE,CASTING REPAIR,Days & Weekends,2023-02-02 00:00:00,2023-02-08 00:00:00,1,,PLATES PINNED & BERMED,,857-919-9935,1,01B
NORTH END/BEACON HILL,ENDICOTT ST,59,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1426149,EMERGENCY,Water Main Repair (Leak on Main),Days & Weekends,2023-02-01 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,01B
NORTH END/BEACON HILL,CHARTER ST,43,,,,,Boston Water & Sewer Commission,Metro Equipment Corp,EMER-1426171,EMERGENCY,Service Relay (Leak on Street),Days & Weekends,2023-02-07 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,01B
NORTH END/BEACON HILL,HANOVER ST,315,,,,,Boston Water & Sewer Commission,C Naughton Corp,EMER-1436393,EMERGENCY,Sewer Repair (Broken Sewer),Days & Weekends,2023-02-15 00:00:00,2023-02-15 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,01B
NORTH END/BEACON HILL,BLOSSOM ST,16,18,,,,Eversource Electric,Riley Brothers Excavation,EXCA-1438048,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT,Weekends,2023-03-09 00:00:00,2023-03-09 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,457,800-592-2000,1,01B
NORTH END/BEACON HILL,ENDICOTT ST,82,,,,,Ronan 953 LLC,Ronan 953 LLC,EXCA-1436015,SERVICE,INSTALLATION OF FIREPIPIE,Days & Weekends,2023-02-16 00:00:00,2023-02-16 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-510-1013,1,01B
NORTH END/BEACON HILL,FRUIT ST,270,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1436408,EMERGENCY,Casting Repair - Public Safety Concern,Days & Weekends,2023-02-22 00:00:00,2023-02-23 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,01B
NORTH END/BEACON HILL,SUMMER ST,,,,,,National Grid,National Grid,EMER-1429300,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-18 00:00:00,2023-02-23 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01B
NORTH END/BEACON HILL,HIGH ST,99,,,,,Crown Castle,Phoenix Communications ,EMER-1429299,EMERGENCY,Service Outage,Days & Weekends,2023-02-18 00:00:00,2023-02-23 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-888-632 09,1,01B
NORTH END/BEACON HILL,CHARLES ST,,,REVERE ST,,,National Grid,Feeney Brothers Excavation,EXCA-1198842,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,2023-03-06 00:00:00,2023-03-06 00:00:00,,,PLATES PINNED & BERMED,,877-304-1203,1,01B
CHARLESTOWN,BUNKER HILL AV,55,,,,,Cavalieri Construction,Cavalieri Construction,EXCA-1439775,MAINTENANCE,CUT AND CAP WATER AND SEWER (19 CUTS),Days & Weekends,2023-03-05 00:00:00,2023-03-05 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,,1,01A
CHARLESTOWN,ALFORD ST,62,,,,,National Grid,Feeney Brothers Excavation,EMER-1333326,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,2023-02-18 00:00:00,2023-02-18 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01A
CHARLESTOWN,CHARLES RIVER AV,34,,,,,National Grid,National Grid,EMER-1364989,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-16 00:00:00,2023-02-16 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01A
CHARLESTOWN,BUNKER HILL AV,417,,,,,Verizon,Danella Line Co,EXCA-1436917,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT,Days & Weekends,2023-02-24 00:00:00,2023-02-24 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,119,800-446-8946,1,01A
CHARLESTOWN,SPICE ST,6,,,,,National Grid,National Grid,EMER-1333339,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-07 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,01A
CHARLESTOWN,SPICE ST,6,,,,,National Grid,National Grid,EMER-1333336,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-04 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,01A
CHARLESTOWN,ROLAND ST,,,,,,Boston Public Works,Maverick Construction,EXCA-1434321,MAINTENANCE,INSTALL HANDHOLE AND STREET LIGHT BASE,Days & Weekends,2023-02-09 00:00:00,2023-02-09 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,857-472-0105,1,01A
CHARLESTOWN,CAMBRIDGE ST,32,,,,,National Grid,National Grid,EMER-1333319,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-01 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01A
CHARLESTOWN,BALDWIN ST,114,,,,,Boston Water & Sewer Commission,Metro Equipment Corp,EMER-1424073,EMERGENCY,Service Repair (Leak on Service),Days & Weekends,2023-01-19 00:00:00,2023-01-19 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,01A
CHARLESTOWN,ARLINGTON AV,92,,,,,National Grid,National Grid,EMER-1323850,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-01-19 00:00:00,2023-01-19 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01A
CHARLESTOWN,SOLEY ST,22,,,,,National Grid,National Grid,EMER-1323858,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-01-21 00:00:00,2023-01-21 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,01A
CHARLESTOWN,PEARL ST,102,,,,,Boston Water & Sewer Commission,Steven Companies US,EMER-1424044,EMERGENCY,Casting Repair - Public Safety Concern,Days & Weekends,2023-01-07 00:00:00,2023-01-07 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,01A
CHARLESTOWN,ARLINGTON AV,92,,,,,National Grid,National Grid,EXCA-1432380,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-11 00:00:00,2023-02-11 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01A
CHARLESTOWN,ALFORD ST,62,,,,,National Grid,National Grid,EMER-1323840,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-01-13 00:00:00,2023-01-13 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,01A
