name,type,latitude,longitude
127 Cambridge St opp Cedarwood Ln,Bus Stop,42.501873,-71.195198
Cambridge St opp Birchcrest St,Bus Stop,42.500634,-71.194692
99 Cambridge St,Bus Stop,42.496674,-71.19443
Centre St @ Bronx Rd,Bus Stop,42.273191,-71.160805
Cambridge St @ Burlington Mall Rd,Bus Stop,42.492115,-71.193811
Cambridge St @ Wayside Rd,Bus Stop,42.485502,-71.19024
Cambridge St @ Lincoln Knoll Ln,Bus Stop,42.482525,-71.188211
Cambridge St opp Ray Ave,Bus Stop,42.481307,-71.186901
Highland Ave @ May St,Bus Stop,42.282986,-71.236048
Cambridge Rd @ S Bedford Rd,Bus Stop,42.479837,-71.185434
81 Cambridge Rd opp Locust St,Bus Stop,42.475386,-71.182285
Cambridge Rd @ Revere Rd,Bus Stop,42.470722,-71.180326
Russell St @ Cambridge St,Bus Stop,42.467852,-71.178576
Cambridge Rd @ Russell St,Bus Stop,42.467764,-71.178436
205 Cambridge Rd opp Day Circle,Bus Stop,42.46565,-71.176234
Centre St opp Wedgemere Rd,Bus Stop,42.272129,-71.161439
223 Cambridge Rd opp Crawford Rd,Bus Stop,42.464222,-71.174707
Cambridge Rd @ Parker St,Bus Stop,42.462168,-71.173276
259 Cambridge Rd,Bus Stop,42.461404,-71.171898
Cambridge Rd @ Crescent Park Dr,Bus Stop,42.461166,-71.168312
Cambridge Rd @ NE Rehab Hospital,Bus Stop,42.460332,-71.165459
Cambridge St opp Pond St,Bus Stop,42.455785,-71.159735
Cambridge St @ Wildwood St,Bus Stop,42.451474,-71.157039
Centre St @ Glenhaven Rd,Bus Stop,42.270125,-71.16203
Cambridge St @ Blossom Hill Rd,Bus Stop,42.448942,-71.155459
Cambridge St @ Oneida Rd,Bus Stop,42.447353,-71.154305
East St @ Pennington Dr,Bus Stop,42.147276,-71.242841
Cambridge St @ High St,Bus Stop,42.446456,-71.153306
Cambridge St @ Myopia Rd,Bus Stop,42.442766,-71.152166
26 Cambridge St,Bus Stop,42.438024,-71.152937
Cambridge St @ Arlington St,Bus Stop,42.436319,-71.155374
Mystic St @ Old Mystic St - Arlington Line,Bus Stop,42.434419,-71.155548
Centre St @ Northdale Rd,Bus Stop,42.267596,-71.162822
Mystic St @ Falmouth Rd,Bus Stop,42.428849,-71.153132
294 Mystic St opp Beverly Rd,Bus Stop,42.426582,-71.152233
Mystic St @ Columbia Rd,Bus Stop,42.423551,-71.153391
Mystic St @ Victoria Rd,Bus Stop,42.421047,-71.153778
144 Mystic St opp Rangely Rd,Bus Stop,42.420083,-71.152743
Mystic St @ Russell St,Bus Stop,42.418188,-71.151205
Tremont St @ Boylston Station,Bus Stop,42.353247,-71.064353
Centre St @ Fairlane Rd,Bus Stop,42.265745,-71.162965
285 Tremont St,Bus Stop,42.349606,-71.065439
Watertown St @ Crafts St,Bus Stop,42.356622,-71.20713
Walnut St @ Page Rd,Bus Stop,42.353395,-71.208103
Walnut St @ Austin St,Bus Stop,42.350667,-71.207073
2519 Centre St,Bus Stop,42.264749,-71.162978
Main St @ Evans St,Bus Stop,42.373227,-71.203268
590 Main St opp Herson St,Bus Stop,42.372745,-71.20129
Main St opp Olcott St,Bus Stop,42.371988,-71.199695
Main St @ Oakland St,Bus Stop,42.371089,-71.195998
Main St @ French St,Bus Stop,42.369851,-71.192201
Main St @ Chestnut St,Bus Stop,42.368292,-71.189099
Main St @ Cross St,Bus Stop,42.366644,-71.186543
Main St @ Howard St,Bus Stop,42.370598,-71.194843
Stimson St @ Centre St,Bus Stop,42.262782,-71.163277
Fellsway W @ Elm St,Bus Stop,42.436141,-71.101815
Fellsway W opp Elm St,Bus Stop,42.436082,-71.102168
Fellsway W @ S Border Rd,Bus Stop,42.429834,-71.103828
Needham St @ Oak St,Bus Stop,42.30766,-71.216067
Fellsway W @ Fulton St,Bus Stop,42.425618,-71.101209
Fellsway W @ Paris St,Bus Stop,42.425179,-71.097251
Fellsway W @ Cherry St,Bus Stop,42.424604,-71.094343
Fellsway W @ Grant Ave,Bus Stop,42.42439,-71.092796
Salem St @ Fellsway W,Bus Stop,42.423901,-71.090152
Surface Rd @ Hanover St,Bus Stop,42.362243,-71.056806
Surface Rd opp Public Market,Bus Stop,42.361933,-71.056211
80 Stimson St,Bus Stop,42.260813,-71.159719
Fellsway W @ Salem St,Bus Stop,42.424274,-71.089893
Fellsway W @ Fells Ave,Bus Stop,42.424621,-71.091619
205 Fellsway W,Bus Stop,42.424976,-71.094619
Fellsway W @ Fern Rd,Bus Stop,42.425429,-71.097269
Fellsway W @ Fulton St,Bus Stop,42.425934,-71.101017
Fellsway W @ Ridgeway Rd - Roosevelt Circle,Bus Stop,42.428286,-71.102573
Fellsway W @ Fulton Springs Rd,Bus Stop,42.430686,-71.102014
Fellsway W @ Foss St,Bus Stop,42.432942,-71.101141
7 Sohier Rd,Bus Stop,42.559269,-70.879784
Sohier Rd @ Story Ave,Bus Stop,42.562822,-70.879216
Stimson St @ Washington St,Bus Stop,42.260206,-71.158675
Sohier Rd @ Beverly High School,Bus Stop,42.564177,-70.879032
Sohier Rd @ Beverly High School,Bus Stop,42.564189,-70.879158
Sohier Rd opp Story Ave,Bus Stop,42.562532,-70.879386
22 Sohier Rd,Bus Stop,42.559766,-70.879807
Adams St @ Parkman St,Bus Stop,42.297185,-71.056697
Neponset Ave @ Victory Rd,Bus Stop,42.295845,-71.054305
1 W Milton St opp Ernest Ave,Bus Stop,42.240706,-71.143445
49 W Milton St opp W Milton Pl,Bus Stop,42.239681,-71.14037
Baker St @ Lasell St,Bus Stop,42.285986,-71.170648
113 W Milton St opp Pine Ave,Bus Stop,42.238957,-71.138145
Readville St @ W Milton St,Bus Stop,42.238283,-71.13563
Readville St opp Como Rd,Bus Stop,42.240322,-71.135558
Readville St @ Albermarle St,Bus Stop,42.242626,-71.134245
Neponset Valley Parkway @ Readville St,Bus Stop,42.244242,-71.134256
Kennedy Dr @ Main Stop,Bus Stop,42.436449,-71.033202
River St opp Turtle Pond Pkwy,Bus Stop,42.246537,-71.136126
Kennedy Dr @ Bldg 184,Bus Stop,42.436273,-71.031803
Main St @ Olcott St,Bus Stop,42.372111,-71.19955
Lasell St @ Temple St,Bus Stop,42.286439,-71.170052
Victory Rd @ Puritan Mall Driveway,Bus Stop,42.29744,-71.050745
Puritan Mall Service Rd,Bus Stop,42.296425,-71.048757
Freeport St @ Morrisey Blvd,Bus Stop,42.292588,-71.048106
Opp 1557 River St,Bus Stop,42.248471,-71.131703
River St @ Reservation Rd,Bus Stop,42.25162,-71.130937
Lasell St @ Perham St,Bus Stop,42.287039,-71.169316
Lasell St opp Atlantis St,Bus Stop,42.288124,-71.167836
East St @ Hartshorn Ave,Bus Stop,42.147199,-71.246425
Lasell St @ Lagrange St,Bus Stop,42.288919,-71.166774
Lagrange St @ Vermont St,Bus Stop,42.287508,-71.165448
Lagrange St @ Burard St,Bus Stop,42.285862,-71.163908
Baker St opp Wycliff Ave,Bus Stop,42.276251,-71.167
Baker St opp Dunwell St,Bus Stop,42.277573,-71.166864
Baker St @ Cutter Rd,Bus Stop,42.280413,-71.167935
Baker St @ Rumford Rd,Bus Stop,42.282123,-71.168998
Baker St @ Varick Rd,Bus Stop,42.283723,-71.169493
Massachusetts Ave @ Tremont St,Bus Stop,42.339074,-71.080299
Lagrange St @ Pender St,Bus Stop,42.28461,-71.162477
Lagrange St @ Virgil Rd,Bus Stop,42.283759,-71.161613
Lagrange St @ Westmount Ave,Bus Stop,42.282456,-71.160818
Massachusetts Ave opp Paul Revere Rd,Bus Stop,42.425081,-71.187952
Massachusetts Ave @ Drake Rd,Bus Stop,42.425429,-71.189452
Lagrange St @ Dent St,Bus Stop,42.281377,-71.159686
Massachusetts Ave opp Sylvia St,Bus Stop,42.425528,-71.193137
Massachusetts Ave @ Bow St,Bus Stop,42.425701,-71.194599
Massachusetts Ave opp Charles St,Bus Stop,42.426012,-71.196019
Massachusetts Ave @ Fottler Ave,Bus Stop,42.427043,-71.198781
Opp 430 Massachusetts Ave,Bus Stop,42.427816,-71.201648
Massachusetts Ave opp Oak St,Bus Stop,42.427552,-71.203657
Massachusetts Ave opp Pleasant St,Bus Stop,42.428863,-71.206655
Bedford St @ Harrington Rd,Bus Stop,42.450099,-71.230396
Bedford St opp Worthen Rd,Bus Stop,42.452977,-71.232488
57 Bedford St,Bus Stop,42.453596,-71.232967
Bedford St @ Tewksbury St,Bus Stop,42.455075,-71.234191
Bedford St @ Revere St,Bus Stop,42.456409,-71.235553
Bedford St @ Larchmont Ln,Bus Stop,42.45818,-71.237183
Bedford St opp Vaille Ave,Bus Stop,42.460021,-71.238449
Bedford St opp Sunny Knoll Ave,Bus Stop,42.461118,-71.239095
Bedford St @ Ledgelawn Ave,Bus Stop,42.46286,-71.240218
Bedford St @ N Hancock St,Bus Stop,42.463983,-71.240788
Bedford St @ Simonds Rd,Bus Stop,42.466816,-71.242392
343 Bedford St,Bus Stop,42.468422,-71.243533
Bedford St @ Eldred St,Bus Stop,42.473444,-71.247817
Lagrange St @ Chapin Ave,Bus Stop,42.281487,-71.159678
Bedford St @ National Guard Armory,Bus Stop,42.474968,-71.249636
Bedford St opp Hartwell Ave,Bus Stop,42.476346,-71.251498
Great Rd @ Perham St - Bedford Line,Bus Stop,42.479813,-71.255747
Great Rd @ Shawsheen Rd,Bus Stop,42.484176,-71.259671
Great Rd @ Shopping Center,Bus Stop,42.486818,-71.263394
Great Rd opp Roberts Dr,Bus Stop,42.487768,-71.266464
Great Rd @ Brooksbie Rd,Bus Stop,42.488271,-71.268309
Lagrange St @ Westmount Ave,Bus Stop,42.282552,-71.160733
Loomis St @ Great Rd,Bus Stop,42.488997,-71.27168
Loomis St @ opp Winthrop Ave,Bus Stop,42.488237,-71.27318
East St @ School St,Bus Stop,42.147148,-71.249357
Loomis St @ Hartford St,Bus Stop,42.486395,-71.277032
South Rd @ Hartford St,Bus Stop,42.488006,-71.278624
South Rd @ Crescent Ave,Bus Stop,42.489127,-71.278935
South Rd @ Great Rd,Bus Stop,42.491725,-71.278974
Springs Rd @ Hancock St,Bus Stop,42.49331,-71.278346
Springs Rd @ Hillside Ave,Bus Stop,42.49419,-71.276318
Lagrange St opp Virgil Rd,Bus Stop,42.283852,-71.161535
Bedford VA Hospital @ Middlesex CC - Bldg 10,Bus Stop,42.505591,-71.273305
Baker St @ VFW Pkwy,Bus Stop,42.288533,-71.171725
Spiers Rd @ June Ln,Bus Stop,42.294441,-71.179479
Fredette Rd @ Spiers Rd,Bus Stop,42.292981,-71.181249
Sawmill Brook Pkwy @ McCarthy Rd,Bus Stop,42.292343,-71.183913
Sawmill Brook Pkwy @ Keller Path,Bus Stop,42.291264,-71.185586
Sawmill Brook Pkwy @ Spiers Rd,Bus Stop,42.290281,-71.188363
Sawmill Brook Pkwy @ Walsh Rd,Bus Stop,42.289995,-71.191092
Lagrange St opp Pender St,Bus Stop,42.284717,-71.162432
Wiswall Rd @ Walsh Rd,Bus Stop,42.291262,-71.192139
Wiswall Rd @ Chinian Path,Bus Stop,42.292809,-71.190612
Wiswall Rd @ Shumaker Path,Bus Stop,42.294193,-71.189216
Wiswall Rd @ McCarthy Rd,Bus Stop,42.296307,-71.186386
Wiswall Rd @ Indian Ridge Rd,Bus Stop,42.297187,-71.185198
Wiswall Rd @ Dedham St,Bus Stop,42.298026,-71.184913
Dedham St opp Wiswall Rd,Bus Stop,42.298252,-71.185078
Winchester St @ Centre St,Bus Stop,42.318652,-71.208042
Dedham St @ Rosalie Rd,Bus Stop,42.302137,-71.189971
Lagrange St opp Burard St,Bus Stop,42.285967,-71.163863
Dedham St @ Arnold St,Bus Stop,42.302914,-71.191265
Dedham St @ Greenwood St,Bus Stop,42.303512,-71.191972
Dedham St @ Meadowbrook Rd,Bus Stop,42.305245,-71.19376
Wheeler Rd @ Meadowbrook Rd,Bus Stop,42.309611,-71.191838
Parker St @ Wheeler Rd,Bus Stop,42.312107,-71.196478
Parker St @ Roosevelt Rd,Bus Stop,42.313886,-71.19573
Parker St @ Hagen Rd,Bus Stop,42.316115,-71.194994
288 Parker St opp Parker Ave,Bus Stop,42.3173,-71.194689
Parker St @ Boylston St,Bus Stop,42.319359,-71.194258
Lagrange St @ Vermont St,Bus Stop,42.287414,-71.165208
200 Parker St opp Stearns St,Bus Stop,42.320874,-71.194147
Parker St @ Glenwood Ave,Bus Stop,42.322701,-71.194001
Parker St @ Cypress St,Bus Stop,42.326627,-71.193834
Cypress St @ Braeland Ave,Bus Stop,42.328146,-71.194359
Centre St @ Beacon St,Bus Stop,42.329848,-71.194786
Centre St @ Langley Rd,Bus Stop,42.331091,-71.194615
Centre St @ Gibbs St,Bus Stop,42.333467,-71.193394
Centre St @ Commonwealth Ave,Bus Stop,42.335904,-71.193264
Centre St @ Ward St,Bus Stop,42.338432,-71.192876
Centre St @ Alderwood Rd,Bus Stop,42.340465,-71.192584
Vermont St @ Carroll St,Bus Stop,42.286387,-71.167015
Centre St @ Cotton St,Bus Stop,42.341571,-71.191992
790 Centre St,Bus Stop,42.34502,-71.18996
Centre St @ Sargent St,Bus Stop,42.346924,-71.189175
Centre St @ George St,Bus Stop,42.348321,-71.187914
Centre St @ Hyde Ave,Bus Stop,42.349623,-71.186879
Centre St @ Newtonville Ave,Bus Stop,42.35141,-71.185986
Centre St @ Church St,Bus Stop,42.354336,-71.186386
Centre St @ Church St,Bus Stop,42.354287,-71.186523
Centre St @ Newtonville Ave,Bus Stop,42.351591,-71.186111
Centre St @ Bellevue St,Bus Stop,42.349826,-71.18683
Vermont St @ Temple St,Bus Stop,42.285412,-71.168478
Centre St @ Lombard St,Bus Stop,42.348329,-71.188066
Centre St @ Cabot St,Bus Stop,42.346792,-71.189408
785 Centre St,Bus Stop,42.344935,-71.19017
Centre St @ Cotton St,Bus Stop,42.341534,-71.192231
MIT Lincoln Laboratory,Bus Stop,42.458044,-71.266621
Centre St @ Mill St,Bus Stop,42.340871,-71.192622
Centre St @ Ward St,Bus Stop,42.337875,-71.19317
Centre St @ Commonwealth Ave,Bus Stop,42.335852,-71.193394
Centre St @ Bowen St,Bus Stop,42.333418,-71.193531
Centre St @ Beacon St,Bus Stop,42.32989,-71.19488
Winchester St @ Centre St,Bus Stop,42.318674,-71.208186
Cypress St @ Braeland Ave,Bus Stop,42.32805,-71.194445
Vermont St @ Baker St,Bus Stop,42.284549,-71.16977
Parker St @ Cypress St,Bus Stop,42.326585,-71.193972
Parker St @ Athelstane Rd,Bus Stop,42.322501,-71.194146
Parker St @ Stearns St,Bus Stop,42.321058,-71.19426
Parker St @ Boylston St,Bus Stop,42.319313,-71.194398
Parker St @ Parker Ave,Bus Stop,42.317498,-71.194773
Parker St @ Hagen Rd,Bus Stop,42.316072,-71.195139
Parker St @ Parker Rd,Bus Stop,42.314087,-71.195773
Parker St opp Wheeler Rd,Bus Stop,42.312077,-71.196618
Wheeler Rd @ Meadowbrook Rd,Bus Stop,42.309358,-71.191512
Massachusetts Ave @ Harrison Ave,Bus Stop,42.334748,-71.07511
Dedham St opp Meadowbrook Rd,Bus Stop,42.305185,-71.193871
Dedham St opp Greenwood St,Bus Stop,42.303405,-71.192013
Dedham St opp Arnold Rd,Bus Stop,42.302802,-71.191288
Dedham St @ Carlson Ave,Bus Stop,42.299063,-71.186789
Dedham St @ Wiswall Rd,Bus Stop,42.298139,-71.185086
Wiswall Rd @ Indian Ridge Rd,Bus Stop,42.29739,-71.185245
Wiswall Rd opp McCarthy Rd,Bus Stop,42.296122,-71.187017
Wiswall Rd @ O Roadway,Bus Stop,42.294517,-71.189055
Wiswall Rd @ M Roadway,Bus Stop,42.293124,-71.190452
Massachusetts Ave @ Albany St,Bus Stop,42.33325,-71.073291
Wiswall Rd @ Walsh Rd,Bus Stop,42.291271,-71.19229
Sawmill Brook Pkwy @ Spiers Rd,Bus Stop,42.290209,-71.188248
Sawmill Brook Pkwy @ Walsh Rd,Bus Stop,42.289904,-71.191003
Sawmill Brook Pkwy @ Keller Path,Bus Stop,42.29108,-71.185716
Sawmill Brook Pkwy @ McCarthy Rd,Bus Stop,42.292321,-71.183769
Fredette Rd @ Spiers Rd,Bus Stop,42.292868,-71.181257
Spiers Rd @ Dedham St,Bus Stop,42.29468,-71.178978
Baker St @ VFW Pkwy,Bus Stop,42.288448,-71.171822
Baker St @ VFW Pkwy,Bus Stop,42.287566,-71.171457
Baker St @ Capital St,Bus Stop,42.285899,-71.170734
Baker St opp Varick Rd,Bus Stop,42.283778,-71.169626
Baker St @ Amesbury St,Bus Stop,42.28175,-71.168981
Baker St @ Cutter Rd,Bus Stop,42.280438,-71.168076
Baker St @ Dunwell St,Bus Stop,42.277518,-71.166993
Baker St @ Wycliff Ave,Bus Stop,42.276201,-71.167133
Massachusetts Ave @ Albany St,Bus Stop,42.333539,-71.073689
935 East St,Bus Stop,42.147068,-71.251994
Broadway @ Trueman Dr,Bus Stop,42.441169,-71.031296
Trueman Dr @ Central Ave,Bus Stop,42.439067,-71.03066
Trueman Dr @ Broadway,Bus Stop,42.441396,-71.031087
Massachusetts Ave opp Independence Ave,Bus Stop,42.431472,-71.207842
Massachusetts Ave @ Maple St,Bus Stop,42.435038,-71.210535
Massachusetts Ave opp Marrett Rd,Bus Stop,42.436391,-71.212514
Massachusetts Ave opp Pelham Rd,Bus Stop,42.440118,-71.213845
Massachusetts Ave @ Percy Rd,Bus Stop,42.441925,-71.216775
Massachusetts Ave opp Bloomfield St,Bus Stop,42.443619,-71.219261
Massachusetts Ave opp Slocum Rd,Bus Stop,42.444921,-71.220974
Massachusetts Ave @ Woburn St,Bus Stop,42.446103,-71.22278
Massachusetts Ave @ Lexington Post Office,Bus Stop,42.446555,-71.224683
Marrett Rd @ Waltham St,Bus Stop,42.435897,-71.235305
Marrett Rd @ Prospect Hill Rd,Bus Stop,42.435484,-71.237385
Marrett Rd @ Downing Rd,Bus Stop,42.434782,-71.23984
Marrett Rd opp Spring St,Bus Stop,42.434592,-71.242631
Marrett Rd @ Tufts Rd,Bus Stop,42.435527,-71.24625
Marrett Rd @ Middle St,Bus Stop,42.435635,-71.247174
Marrett Rd @ Lincoln St,Bus Stop,42.440051,-71.250889
Marrett Rd @ Leroy Rd,Bus Stop,42.44189,-71.253345
Marrett Rd opp Forbes Rd,Bus Stop,42.444491,-71.261248
Wood St @ Patterson Rd,Bus Stop,42.450888,-71.257882
Wood St opp Woodpark Circle,Bus Stop,42.452743,-71.262029
Wood St @ Conestoga Rd,Bus Stop,42.454874,-71.262832
Wood St @ Bates Rd,Bus Stop,42.457819,-71.263489
Hanscom Field Dr @ Old Bedford Rd,Bus Stop,42.457593,-71.289443
Civil Air Terminal,Bus Stop,42.462813,-71.291173
Hanscom Field Dr @ Old Bedford Rd,Bus Stop,42.457593,-71.289706
Wood St @ Schilling Cir - MIT Lincoln Laboratory,Bus Stop,42.458422,-71.263737
Wood St opp Conestoga Rd,Bus Stop,42.455369,-71.262946
Wood St @ Woodpark Circle,Bus Stop,42.452631,-71.26204
Wood St opp Patterson Rd,Bus Stop,42.450778,-71.257879
Marrett Rd @ Forbes Rd,Bus Stop,42.444426,-71.261344
Marrett Rd @ Elena Rd,Bus Stop,42.441703,-71.253166
Marrett Rd @ Lincoln St,Bus Stop,42.439837,-71.250908
Marrett Rd @ Middle St,Bus Stop,42.435549,-71.247267
Marrett Rd @ Tufts Rd,Bus Stop,42.435381,-71.246204
Marrett Rd @ Spring St,Bus Stop,42.434256,-71.241256
Marrett Rd opp Downing Rd,Bus Stop,42.434707,-71.239452
Marrett Rd opp Prospect Hill Rd,Bus Stop,42.435307,-71.237497
Marrett Rd @ Waltham St,Bus Stop,42.435732,-71.235184
Massachusetts Ave @ Clarke St,Bus Stop,42.448211,-71.228979
Massachusetts Ave @ Winthrop Rd,Bus Stop,42.445957,-71.222763
Massachusetts Ave @ Slocum Rd,Bus Stop,42.444814,-71.221019
Massachusetts Ave @ Bloomfield St,Bus Stop,42.443344,-71.219054
Massachusetts Ave @ Percy Rd,Bus Stop,42.441813,-71.216798
Massachusetts Ave @ Pelham Rd,Bus Stop,42.440033,-71.213938
Massachusetts Ave @ Plainfield St,Bus Stop,42.43446,-71.209909
Cummins Hwy @ Rosewood St,Bus Stop,42.269278,-71.096861
Massachusetts Ave @ Independence Ave,Bus Stop,42.431493,-71.207998
Cummins Hwy @ Calvary Cemetery,Bus Stop,42.277571,-71.114692
Cummins Hwy opp Pleasantview St,Bus Stop,42.27504,-71.110236
Massachusetts Ave @ Pleasant St,Bus Stop,42.42932,-71.207156
Pleasant St @ Fern St,Bus Stop,42.427371,-71.207209
Pleasant St @ Luongo's Farm Lane,Bus Stop,42.4237,-71.208366
American Legion Hwy @ Franklin Hill Ave,Bus Stop,42.295767,-71.092219
Watertown St @ Crescent Rd,Bus Stop,42.41911,-71.207367
Main St @ Glenwood Ave,Bus Stop,42.145822,-71.25317
Main St @ Townsend St,Bus Stop,42.377315,-71.228252
Main St @ Chamberlain Terr,Bus Stop,42.377556,-71.226086
Main St opp Rose Hill Way,Bus Stop,42.377561,-71.220551
Walnut St opp Sterling St,Bus Stop,42.473865,-70.988949
Main St @ Willow St,Bus Stop,42.376571,-71.216876
Main St opp Bowker Rd,Bus Stop,42.376021,-71.214466
Main St @ Rangeley Rd,Bus Stop,42.375637,-71.213012
Main St opp Warren St - Watertown Line,Bus Stop,42.374546,-71.210485
Main St opp Longfellow Rd,Bus Stop,42.373561,-71.207022
Adams St @ Centre St,Bus Stop,42.295291,-71.056269
Adams St @ King St,Bus Stop,42.293028,-71.057347
Adams St @ Lonsdale St,Bus Stop,42.291489,-71.057297
Adams St @ Msgr Lydon Way,Bus Stop,42.290019,-71.056239
Adams St @ Ashmont St,Bus Stop,42.28829,-71.055445
Adams St @ Helena Rd,Bus Stop,42.286961,-71.054597
Adams St @ Westmoreland St,Bus Stop,42.285125,-71.055176
Adams St @ Minot St,Bus Stop,42.283684,-71.055696
Washington St @ Clifton St,Bus Stop,42.432134,-71.072369
Lexington St opp Stearns Hill Rd,Bus Stop,42.408603,-71.234301
Winthrop St @ Playstead Rd,Bus Stop,42.431655,-71.130854
Stow St @ Tavern Rd,Bus Stop,42.374243,-71.262416
Main St @ Stow St,Bus Stop,42.376568,-71.265535
Main St @ Sheridan Rd,Bus Stop,42.376397,-71.260928
1164 Main St opp Edgehill Rd,Bus Stop,42.37634,-71.258808
1114 Main St opp Malone St,Bus Stop,42.376324,-71.257538
Main St @ Everett St,Bus Stop,42.376279,-71.254685
Main St opp Prospect Hill Rd,Bus Stop,42.37626,-71.252272
Main St @ Weston St,Bus Stop,42.376182,-71.250351
Main St @ Wellington St,Bus Stop,42.376224,-71.248001
Main St @ Prospect St,Bus Stop,42.376171,-71.246373
Main St @ Harvard St,Bus Stop,42.376146,-71.244119
Main St @ Grant St,Bus Stop,42.376192,-71.24187
702 Main St,Bus Stop,42.376064,-71.238183
Moody St @ Main St,Bus Stop,42.375625,-71.236982
Carter St @ Waltham Comm Rail Sta,Bus Stop,42.374525,-71.235692
Main St @ Appleton St,Bus Stop,42.376842,-71.232009
Main St @ Heard St,Bus Stop,42.377011,-71.230501
Moody St @ Ash St,Bus Stop,42.365931,-71.238159
Moody St @ Orange St,Bus Stop,42.363493,-71.238865
Moody St opp Underwood Pk,Bus Stop,42.361158,-71.239218
Lexington St @ Whitlowe Rd,Bus Stop,42.359108,-71.239519
Moody St @ Carter St,Bus Stop,42.373876,-71.236394
Massachusetts Ave @ Tremont St,Bus Stop,42.339459,-71.080362
Dorchester Ave @ Talbot Ave,Bus Stop,42.287014,-71.063999
L St @ Broadway,Bus Stop,42.335704,-71.035488
L St @ E 2nd St,Bus Stop,42.337375,-71.035546
Neponset Circle @ Walnut St,Bus Stop,42.286545,-71.04219
398 Neponset Ave @ Neponset Health Center,Bus Stop,42.28645,-71.044017
Neponset Ave @ Tolman St,Bus Stop,42.288645,-71.047238
248 Neponset Ave,Bus Stop,42.290354,-71.048593
Neponset Ave @ Popes Hill St,Bus Stop,42.292992,-71.050744
Neponset Ave opp King St,Bus Stop,42.294436,-71.052297
Adams St @ Parkman St,Bus Stop,42.297104,-71.056561
Hilltop St @ Granite Ave,Bus Stop,42.278908,-71.053941
Hilltop St opp Crockett Ave,Bus Stop,42.27932,-71.051266
Hilltop St opp Whitridge St,Bus Stop,42.279898,-71.049718
Hilltop St @ Hallet St,Bus Stop,42.281011,-71.047954
Main St @ Merchants Row,Bus Stop,42.365985,-71.185281
Main St @ Thaxter St,Bus Stop,42.367582,-71.187683
Main St opp Green St,Bus Stop,42.368712,-71.189316
Main St @ Waverley Ave,Bus Stop,42.369972,-71.191645
Main St @ Edenfield Ave,Bus Stop,42.370766,-71.194738
Dorchester Ave @ Richmond St,Bus Stop,42.274026,-71.067521
Main St @ Olney St,Bus Stop,42.371365,-71.196349
Main St @ Copeland St,Bus Stop,42.373085,-71.201758
Main St @ Wilmot St,Bus Stop,42.37335,-71.202912
Main St @ Emerson Rd,Bus Stop,42.373684,-71.20622
Main St @ Longfellow Rd,Bus Stop,42.373768,-71.207399
Main St @ Warren St - Waltham Line,Bus Stop,42.374606,-71.210156
Main St @ Beal Rd,Bus Stop,42.375525,-71.212183
Main St opp Willow St,Bus Stop,42.376669,-71.21656
Dorchester Ave @ Richmond St,Bus Stop,42.273982,-71.067662
Main St @ Rose Hill Way,Bus Stop,42.377832,-71.220963
Main St @ Chamberlain Terr,Bus Stop,42.377686,-71.226552
Main St @ Pleasant St,Bus Stop,42.377539,-71.227937
Main St @ Craven Cir,Bus Stop,42.377371,-71.22907
Main St @ Liberty St,Bus Stop,42.376911,-71.232884
Carter St opp Commuter Rail Station,Bus Stop,42.374664,-71.235376
691 Main St,Bus Stop,42.376247,-71.237816
Main St @ Fiske St,Bus Stop,42.376313,-71.243712
Main St @ Hammond St,Bus Stop,42.376355,-71.246665
South St @ Weston St,Bus Stop,42.375769,-71.25011
South St @ Bedford St,Bus Stop,42.371525,-71.250207
Hope Ave @ Boston Children's Waltham,Bus Stop,42.369407,-71.248541
South St @ Shakespeare Rd,Bus Stop,42.368396,-71.25127
South St @ Brandeis University,Bus Stop,42.364384,-71.258565
South St @ Turner St,Bus Stop,42.361363,-71.261256
Sunnyside St @ South St,Bus Stop,42.359839,-71.262337
Summer St @ E 1st St,Bus Stop,42.33828,-71.035424
Main St @ Palmer St,Bus Stop,42.376368,-71.250081
Main St @ Prospect Hill Rd,Bus Stop,42.376354,-71.252353
Main St @ Lunda St,Bus Stop,42.376379,-71.255206
Main St @ Malone St,Bus Stop,42.376417,-71.257501
Main St @ Edgehill Rd,Bus Stop,42.376433,-71.258889
Main St @ Hill Rd,Bus Stop,42.376487,-71.261024
Main St @ Stow St,Bus Stop,42.376664,-71.265609
Stow St @ Tavern Rd,Bus Stop,42.374562,-71.263004
Summer St @ E 1st St,Bus Stop,42.338215,-71.035547
Tavern Rd @ Weston St,Bus Stop,42.373043,-71.263594
East 1st St @ M St,Bus Stop,42.338103,-71.033218
Main St @ Old Main St,Bus Stop,42.521421,-71.158783
1076 Main St,Bus Stop,42.518713,-71.159141
1032 Main St opp Wheeling St,Bus Stop,42.517154,-71.160718
Main St @ Mountain St,Bus Stop,42.514716,-71.161074
Main St @ Altavesta Circle,Bus Stop,42.512269,-71.161122
Main St opp O'Neil Rd,Bus Stop,42.510412,-71.161544
Main St @ Nichols St,Bus Stop,42.509302,-71.161168
Veterans Memorial Senior Center,Bus Stop,42.505811,-71.147136
L St @ Broadway,Bus Stop,42.335769,-71.035365
Elm St @ Traverse St,Bus Stop,42.506999,-71.161837
Elm St @ Ward St,Bus Stop,42.505012,-71.162552
Washington St @ Polley Ln,Bus Stop,42.154754,-71.221995
